OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
6438,0165_006.1,2,1.012,0.9654,1.0162,0.9908,-2524,16593.0,16644.0,18345.0,20202.0,24731.0,24680.0,16396,16447,18127,19962,24438,24387,14000,14000,15500,17500,22000,22000,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Cache,1291.42682563404
6439,0165_006.7,2,1.0918,1.0107,1.0324,1.02155,822,18561.8,18631.0,20908.5,22991.1,27299.5,26927.7,17001,17064,19150,21058,25004,24664,18000,18000,20000,22000,26000,25500,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,2209.58648431865
6440,0165_007.8,2,1.0918,1.0107,1.0324,1.02155,-920,20464.0,20457.0,23505.0,26473.0,30267.0,29788.0,18743,18737,21529,24247,27722,27283,18000,18000,20500,23500,27000,26500,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,310.661837522334
6441,0165_007.9,2,1.0918,1.0107,1.0324,1.02155,-1026,21137.2,21059.5,24248.5,27130.5,30874.7,30793.8,19360,19289,22210,24849,28279,28205,18500,18500,21000,24000,27500,27000,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,1312.10739711282
6442,0165_008.5,2,1.012,0.9654,1.0162,0.9908,-5001,23615.0,23497.8,26919.7,29890.6,33125.0,33382.1,23335,23219,26600,29536,32732,32986,18500,18000,21500,24500,27500,28000,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,841.39587689824
6443,0165_008.9,2,1.012,0.9654,1.0162,0.9908,-4237,26974.0,26707.0,30368.0,33146.0,36841.0,36785.2,26654,26390,30008,32753,36404,36349,22500,22000,26000,28500,32000,32000,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,806.157801787629
6444,0165_009.3,2,1.0918,1.0107,1.0324,1.02155,-2575,27286.1,27024.5,30696.5,33501.8,37277.5,36756.5,24992,24752,28115,30685,34143,33666,22500,22000,25500,28000,31500,31000,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,915.9363210774
6445,0165_009.7,2,1.0924,1.0104,1.0243,1.01735,-100,26400.1,26134.8,29405.3,31896.7,34635.3,34361.9,24167,23924,26918,29199,31706,31455,24000,24000,27000,29000,31500,31500,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,1119.28771432926
6446,0165_010.2,2,1.0946,1.0117,1.0095,1.0106,72,28469.7,28208.2,30808.5,32728.7,34704.8,34632.0,26009,25770,28146,29900,31705,31639,26000,26000,28000,30000,32000,31500,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,752.848333911248
6447,0165_010.6,2,1.0946,1.0117,1.0095,1.0106,-1661,30366.0,29909.0,32307.0,34064.0,36088.0,36028.0,27742,27324,29515,31120,32969,32914,26000,25500,28000,29500,31500,31500,5,Cache,Cache,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Cache,341.266560234266
6448,0167_000.0,0,1.0918,1.0107,1.0324,1.02155,-2897,13229.8,14601.0,15744.5,17050.9,19681.9,21477.9,12117,13373,14421,15617,18027,19672,9200,10500,11500,12500,15000,17000,29,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Morgan,3430.38392049247
6449,0167_001.6,0,0.9593,0.9859,1.003,0.99445,897,3216.7,3855.9,4227.2,4964.0,6198.1,7809.9,3353,4019,4407,5175,6461,8141,4200,4900,5300,6100,7400,9000,29,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Morgan,11669.0374753456
6450,0167_007.0,0,0.9593,0.9859,1.003,0.99445,1310,2587.9,3163.1,3426.9,3607.1,4346.5,5546.3,2698,3297,3572,3760,4531,5782,4000,4600,4900,5100,5800,7100,57,UDOT,UDOT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Weber,8718.64370689715
6451,0174_000.0,0,0.984,1.0276,1.0316,1.0296,656,768.4,748.8,728.2,738.7,749.1,726.7,781,761,740,751,761,739,1400,1400,1400,1400,1400,1400,27,UDOT,UDOT,-400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seems high given the activity in this area.,,0,,0,1,0,0,1,0,0,0,Millard,16931.3082418843
6452,0189_014.3,4,0.9593,0.9859,1.003,0.99445,-460,11928.2,12619.0,13634.9,14439.8,16466.9,18170.4,12504,13228,14293,15136,17261,19047,12000,13000,14000,14500,17000,18500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,10796.9292553102
6453,0189_019.4,4,1.012,0.9654,1.0162,0.9908,1576,12487.0,13311.0,14489.0,15449.0,17834.0,19809.0,12454,13275,14450,15408,17786,19756,14000,15000,16000,17000,19500,21500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,2752.04960100634
6454,0189_020.7,4,1.012,0.9654,1.0162,0.9908,-1041,13887.0,14644.0,15744.0,16726.0,19317.0,21409.0,13850,14605,15702,16681,19265,21352,13000,13500,14500,15500,18000,20500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,2665.29719108207
6455,0189_022.0,4,1.012,0.9654,1.0162,0.9908,-1230,14077.0,14818.0,15932.0,16924.0,19534.0,21640.0,14039,14778,15889,16879,19482,21582,13000,13500,14500,15500,18500,20500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,6076.7693897879
6456,0189_024.9,4,0.9593,0.9859,1.003,0.99445,-3558,11549.0,12220.0,13225.0,13856.0,15321.0,17023.0,12106,12810,13863,14524,16060,17844,8500,9300,10500,11000,12500,14500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,1296.02347763817
6457,0189_025.5,4,0.9593,0.9859,1.003,0.99445,-3658,11644.6,12348.1,13309.7,14036.7,15613.2,17238.3,12206,12944,13952,14714,16366,18070,8500,9300,10500,11000,12500,14500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,2196.86764441363
6458,0189_026.5,4,1.012,0.9654,1.0162,0.9908,8771,10610.0,11289.0,12341.0,12995.0,14197.0,15131.0,10582,11259,12308,12960,14159,15090,19500,20000,21000,21500,23000,24000,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,1606.23150840903
6459,0189_027.3,4,1.012,0.9654,1.0162,0.9908,7602,11783.0,12666.0,14110.0,15116.0,16921.0,18366.0,11751,12632,14072,15075,16876,18317,19500,20000,21500,22500,24500,26000,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,472.50235385886
6460,0189_027.5,4,1.0918,1.0107,1.0324,1.02155,9535,10950.1,11814.5,13159.0,14052.6,15756.8,17060.5,9818,10593,11798,12600,14127,15296,19500,20000,21500,22000,23500,25000,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,2019.24373749468
6461,0189_028.5,4,1.0946,1.0117,1.0095,1.0106,8683,11803.0,13231.9,13614.3,15271.9,17299.9,18792.1,10670,11962,12307,13806,15639,16988,19500,20500,21000,22500,24500,25500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Wasatch,370.849451832625
6462,0189_028.6,4,1.0946,1.0117,1.0095,1.0106,6300,14439.0,16294.0,15640.0,18062.0,20316.0,22083.0,13053,14730,14138,16328,18366,19963,19500,21000,20500,22500,24500,26500,51,UDOT,MAG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Wasatch,509.513229035574
6463,0191_000.0,0,0.9887,1.0469,1.0312,1.03905,-2,1843.3,2014.7,2227.3,2437.1,2913.1,3286.9,1864,2038,2253,2465,2946,3324,1900,2000,2300,2500,2900,3300,37,UDOT,UDOT,-1000.0,0,100,0,0,100,0,0,0,0,0,0,0,0,"Per R4 comments, reduced 2019 to 900. Smoothing.",,0,,0,0,0,0,0,0,0,0,San Juan,19517.7473088838
6464,0191_009.6,0,0.9887,1.0469,1.0312,1.03905,-247,2085.5,2259.2,2469.1,2690.1,3179.3,3559.6,2109,2285,2497,2721,3216,3600,1900,2000,2200,2500,3000,3400,37,UDOT,UDOT,-1000.0,0,100,100,0,0,0,0,0,0,0,0,0,0,"Per R4 comments, reduced 2019 to 900. Smoothing.",,0,,0,0,0,0,0,0,0,0,San Juan,8373.28817862912
6465,0191_013.8,0,0.9887,1.0469,1.0312,1.03905,-670,2503.8,2690.1,2894.3,3135.5,3649.4,4043.0,2532,2721,2927,3171,3691,4089,1900,2100,2300,2500,3000,3400,37,UDOT,UDOT,-1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Per R4 comments, reduced 2019 to 900. Smoothing.",,0,,0,0,0,0,0,0,0,0,San Juan,15184.8855750775
6466,0191_021.2,0,0.9887,1.0469,1.0312,1.03905,-2621,5228.3,5506.3,5804.5,6167.7,6901.0,7457.7,5288,5569,5871,6238,6980,7543,2700,2900,3200,3600,4400,4900,37,UDOT,UDOT,0.0,0,0,-100,-300,-600,-700,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,6539.60878201083
6467,0191_024.4,0,0.9887,1.0469,1.0312,1.03905,-2933,5471.8,5704.7,6006.3,6372.0,7094.0,7653.0,5534,5770,6075,6445,7175,7740,2600,2800,3100,3500,4200,4800,37,UDOT,UDOT,0.0,0,0,-100,-300,-600,-700,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,3132.65037673747
6468,0191_026.0,0,0.9887,1.0469,1.0312,1.03905,-4767,6944.1,7275.0,7703.8,8193.8,9185.3,9827.2,7023,7358,7792,8287,9290,9940,2300,2600,3000,3500,4500,5200,37,UDOT,UDOT,0.0,0,-200,-400,-800,-1500,-2000,0,0,0,0,0,0,0,Followed growth pattern from the southern segments; there is no reason to have higher growth on this segment.,,0,,0,0,0,1,0,0,0,0,San Juan,21198.942090884
6469,0191_036.4,0,0.9887,1.0469,1.0312,1.03905,-4157,7227.9,7563.2,7991.0,8487.1,9494.9,10280.6,7311,7650,8082,8584,9603,10398,3200,3500,3900,4400,5400,6200,37,UDOT,UDOT,0.0,0,-200,-300,-600,-1200,-1700,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,9291.29145885062
6470,0191_041.0,0,0.9887,1.0469,1.0312,1.03905,-4343,7412.5,7745.8,8179.2,8680.2,9707.5,10502.6,7497,7834,8273,8779,9818,10623,3200,3500,3900,4400,5500,6300,37,UDOT,UDOT,0.0,0,-200,-300,-600,-1300,-1800,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,2038.26476687296
6471,0191_042.0,0,0.9887,1.0469,1.0312,1.03905,-4366,7434.9,7768.0,8202.5,8703.6,9732.0,10531.4,7520,7857,8296,8803,9843,10652,3200,3500,3900,4400,5500,6300,37,UDOT,UDOT,0.0,0,-200,-300,-600,-1300,-1800,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,10708.2150419407
6472,0191_047.3,0,0.9887,1.0469,1.0312,1.03905,-3934,7694.1,8035.7,8473.1,8986.5,10018.5,10841.9,7782,8128,8570,9089,10133,10966,3800,4200,4600,5200,6200,7000,37,UDOT,UDOT,0.0,0,-200,-300,-700,-1200,-1700,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,4930.20767065411
6473,0191_049.7,0,0.9887,1.0469,1.0312,1.03905,-4802,8552.2,8884.1,9323.1,9875.5,10940.9,11704.6,8650,8986,9430,9988,11066,11838,3800,4200,4600,5200,6300,7000,37,UDOT,UDOT,0.0,0,-200,-300,-700,-1300,-1600,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,1494.72174880954
6474,0191_050.4,0,0.9887,1.0469,1.0312,1.03905,-8517,11779.8,12017.5,12447.6,13066.8,14219.0,14613.3,11914,12155,12590,13216,14382,14780,3400,3600,4100,4700,5900,6300,37,UDOT,UDOT,0.0,0,0,-300,-700,-1300,-1300,0,0,0,0,0,0,0,Followed similar growth patterns as southern segments; there is no reason to have higher growth.,,0,,0,0,0,1,0,0,0,0,San Juan,674.874285972496
6475,0191_050.7,0,0.9887,1.0469,1.0312,1.03905,-9422,12673.8,13069.2,13548.8,14221.5,15462.8,15917.5,12819,13219,13704,14384,15640,16099,3400,3800,4300,5000,6200,6700,37,UDOT,UDOT,0.0,0,-200,-500,-1000,-1600,-1600,0,0,0,0,0,0,0,Followed similar growth patterns as southern segments; there is no reason to have higher growth.,,0,,0,0,0,1,0,0,0,0,San Juan,1007.32559713081
6476,0191_051.2,0,0.9887,1.0469,1.0312,1.03905,-8326,11591.0,12429.2,13054.4,13845.0,15249.3,15822.5,11723,12571,13204,14003,15424,16003,3400,4200,4900,5700,7100,7700,37,UDOT,UDOT,0.0,0,-600,-1100,-1700,-2500,-2600,0,0,0,0,0,0,0,Followed similar growth patterns as southern segments; there is no reason to have higher growth.,,0,,0,0,0,1,0,0,0,0,San Juan,197.913996816602
6477,0191_051.3,0,0.9887,1.0469,1.0312,1.03905,-6274,9561.4,10267.5,10865.2,11533.2,12760.6,13164.2,9671,10385,10989,11665,12906,13315,3400,4100,4700,5400,6600,7000,37,UDOT,UDOT,0.0,0,-500,-900,-1400,-2000,-1900,0,0,0,0,0,0,0,Followed similar growth patterns as southern segments; there is no reason to have higher growth.,,0,,0,0,0,1,0,0,0,0,San Juan,665.417596779994
6478,0191_051.6,0,0.9887,1.0469,1.0312,1.03905,-5167,8780.6,9246.4,9738.6,10325.6,11448.3,11803.6,8881,9352,9850,10444,11579,11939,3700,4200,4700,5300,6400,6800,37,UDOT,UDOT,0.0,0,-300,-500,-800,-1300,-1200,0,0,0,0,0,0,0,"Followed trendline, there is no reason to have higher growth.",,0,,0,0,0,1,0,0,0,0,San Juan,3180.30200328631
6479,0191_053.2,0,0.9887,1.0469,1.0312,1.03905,-4583,8203.2,8575.2,9021.1,9562.7,10648.1,10951.3,8297,8673,9124,9672,10770,11076,3700,4100,4500,5100,6200,6500,37,UDOT,UDOT,-300.0,0,-300,-500,-900,-1500,-1400,0,0,0,0,0,0,0,"Followed a flatter trendline, because the growth likely was occurring just north of Blanding and not this section. Reduced by 300 to smooth into the north segment that is lower volume.",,0,,0,0,0,1,0,0,0,0,San Juan,24319.5191211141
6480,0191_065.2,0,0.9887,1.0469,1.0312,1.03905,-5210,8211.2,8583.4,9023.8,9566.4,10651.3,10954.2,8305,8682,9127,9676,10773,11079,3100,3500,3900,4500,5600,5900,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,Followed trendline.,,0,,0,0,0,1,0,0,0,0,San Juan,2329.14554441456
6481,0191_066.3,0,0.9887,1.0469,1.0312,1.03905,-5230,8230.8,8600.7,9039.4,9582.2,10666.7,10971.9,8325,8699,9143,9692,10789,11097,3100,3500,3900,4500,5600,5900,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,Followed trendline.,,0,,0,0,0,1,0,0,0,0,San Juan,1226.66831502668
6482,0191_066.9,0,0.9887,1.0469,1.0312,1.03905,-5278,8278.4,8642.8,9077.2,9620.6,10704.0,11014.7,8373,8742,9181,9731,10826,11141,3100,3500,3900,4500,5500,5900,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,Followed trendline.,,0,,0,0,0,1,0,0,0,0,San Juan,4305.44415947144
6483,0191_069.0,0,0.9887,1.0469,1.0312,1.03905,-5295,8295.0,8660.4,9097.6,9642.4,10726.7,11039.3,8390,8759,9202,9753,10849,11165,3100,3500,3900,4500,5600,5900,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,Followed trendline.,,0,,0,0,0,1,0,0,0,0,San Juan,2249.71819544502
6484,0191_070.1,0,0.9887,1.0469,1.0312,1.03905,-5362,8361.6,8726.0,9162.6,9709.7,10800.5,11122.2,8457,8826,9267,9821,10924,11249,3100,3500,3900,4500,5600,5900,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,Followed trendline.,,0,,0,0,0,1,0,0,0,0,San Juan,2768.37561069706
6485,0191_071.5,0,0.9887,1.0469,1.0312,1.03905,-6083,9074.0,9403.3,9810.8,10338.7,11442.6,11777.0,9178,9511,9923,10457,11573,11912,3100,3400,3800,4400,5500,5800,37,UDOT,UDOT,800.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,"AADT tagged incorrectly, should be 3,900",,0,AADT tagged incorrectly,0,0,0,1,0,0,0,1,San Juan,403.635528524527
6486,0191_071.7,0,0.9887,1.0469,1.0312,1.03905,-5445,9220.1,9593.4,10006.1,10565.7,11720.5,12033.8,9325,9703,10120,10686,11854,12171,3900,4300,4700,5200,6400,6700,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1600,-1500,0,0,0,0,0,0,0,Similar pattern than south area.,,0,,0,0,0,1,0,0,0,0,San Juan,409.309953673555
6487,0191_071.9,0,0.9887,1.0469,1.0312,1.03905,-3813,11482.7,11892.3,12423.5,13118.0,14581.6,15136.2,11614,12028,12565,13268,14748,15309,7800,8200,8800,9500,11000,11500,37,UDOT,UDOT,-2000.0,0,0,-300,-800,-1500,-1500,0,0,0,0,0,0,0,Smoothing (follows the overall trendline). Reduced because Monticello doesn't have enough activity to justify the big increase from the north. Reduced the future growth to be more inline with the surrounding segments.,,0,,0,0,0,0,0,0,0,0,San Juan,1101.04111511471
6488,0191_072.4,0,0.9887,1.0469,1.0312,1.03905,-5250,9821.2,10292.1,10860.6,11525.0,12951.0,13490.2,9933,10410,10985,11657,13099,13644,4700,5200,5700,6400,7800,8400,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,17469.3472481743
6489,0191_080.9,0,0.9887,1.0469,1.0312,1.03905,-5176,9747.2,10219.4,10787.1,11448.1,12865.8,13398.2,9859,10336,10910,11579,13013,13551,4700,5200,5700,6400,7800,8400,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,10684.7504006983
6490,0191_086.1,0,0.9887,1.0469,1.0312,1.03905,-5055,9734.1,10206.4,10773.1,11432.8,12846.1,13376.1,9845,10323,10896,11563,12993,13529,4800,5300,5800,6500,7900,8500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,10526.2585301547
6491,0191_091.3,0,0.9887,1.0469,1.0312,1.03905,-4991,9670.5,10149.0,10717.2,11378.2,12794.5,13324.7,9781,10265,10840,11508,12941,13477,4800,5300,5800,6500,8000,8500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,3455.06205779697
6492,0191_092.9,0,0.9887,1.0469,1.0312,1.03905,-5018,9696.9,10188.0,10771.0,11443.6,12846.7,13356.4,9808,10304,10894,11574,12994,13509,4800,5300,5900,6600,8000,8500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,4648.23784741542
6493,0191_095.2,0,0.9887,1.0469,1.0312,1.03905,-5031,9710.5,10201.8,10785.6,11458.6,12862.6,13372.1,9821,10318,10909,11590,13010,13525,4800,5300,5900,6600,8000,8500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years is higher if applied to the AADT. Used fac",,0,,0,0,0,1,0,0,0,0,San Juan,16900.8112412367
6494,0191_103.4,0,0.9887,1.0469,1.0312,1.03905,-5001,10522.1,11022.6,11613.6,12323.6,13765.6,14304.1,10642,11149,11746,12464,13923,14468,5600,6100,6700,7500,8900,9500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,"Adjusted 2050 to fit between trendlines and to only add 1,000 vehicle from SR-46. This is more in-line with the growth patterns in the south area. The model is overestimating the base year volumes, so the volume differences from the model between years i",,0,,0,0,0,0,0,0,0,0,San Juan,7285.79584519753
6495,0191_107.0,0,0.9887,1.0469,1.0312,1.03905,-5001,10522.1,11022.6,11613.6,12323.6,13765.6,14304.1,10642,11149,11746,12464,13923,14468,5600,6100,6700,7500,8900,9500,37,UDOT,UDOT,0.0,0,-300,-500,-900,-1500,-1500,0,0,0,0,0,0,0,Adjusted 2050 to match south segment.,,0,,0,0,0,0,0,0,0,0,San Juan,6371.87006652799
6496,0191_110.1,0,0.9887,1.0469,1.0312,1.03905,-5038,10558.1,11066.7,11669.3,12439.1,8276.8,8687.4,10679,11193,11803,12581,8371,8787,5600,6200,6800,7500,3300,3700,37,UDOT,UDOT,0.0,0,-300,-400,-900,4200,4400,0,0,0,0,0,0,0,2042 has a frontage road that is not pulling correctly. manually adjusted it to follow the overall trendline and model results.,,0,,0,0,0,0,0,0,0,0,San Juan,16059.2885668672
6497,0191_117.9,0,0.9243,1.2456,1.0827,1.16415,-4138,11008.0,11596.6,12617.7,13980.4,6684.9,7308.3,11910,12546,13651,15125,7232,7907,7800,8400,9500,11000,3100,3800,37,UDOT,UDOT,-1000.0,0,-200,-200,-1000,8400,8200,0,0,0,0,0,0,0,"Reduced by 1,000 because this segment has less activity than the north segment but they have the same AADT segment.

2042 has a frontage road that is not pulling correctly. manually adjusted it to follow the overall trendline and model results.",,0,,0,0,0,0,0,0,0,0,San Juan,2286.09698323348
6498,0191_119.0,0,0.9243,1.2456,1.0827,1.16415,-5510,12276.6,12980.1,14135.4,7385.9,5800.0,6535.8,13282,14043,15293,7991,6275,7071,7800,8500,9800,2500,750,1600,19,UDOT,UDOT,1000.0,0,-100,-300,8000,11750,12400,0,0,0,0,0,0,0,"Increased the AADT by 1000 because a study that showed 10,700 in June 2021. Assuming June has higher volumes, increased the overall AADT.

2032 has a frontage road that is not pulling correctly. manually adjusted it to follow the overall trendline and mo",,0,,0,0,0,0,0,0,0,0,Grand,5105.37358057634
6499,0191_121.5,0,0.9243,1.2456,1.0827,1.16415,-7688,14289.5,14936.5,16254.5,5836.7,6798.1,7296.4,15460,16160,17586,6315,7355,7894,7800,8500,9900,-1373,-333,200,19,UDOT,UDOT,6500.0,0,0,100,11873,12833,14300,0,0,0,0,0,0,0,"Increased the AADT by 6500 because a study that showed 18,500 in June 2021. Assuming June has higher volumes, increased the overall AADT.

2032 has a frontage road that is not pulling correctly. manually adjusted it to follow the overall trendline and mo",,0,,0,0,0,1,0,0,0,0,Grand,3535.49121335505
6500,0191_123.2,0,0.9243,1.2456,1.0827,1.16415,545,14642.6,15140.0,16408.8,17762.9,20461.9,20713.1,15842,16380,17753,19218,22138,22409,16500,17000,18500,20000,22500,23000,19,UDOT,UDOT,0.0,0,0,0,0,0,2000,0,0,0,0,0,0,0,Increased 2050 to follow the overall trendline.,,0,,0,0,0,0,0,0,0,0,Grand,1658.98435103712
6501,0191_124.0,0,0.9243,1.2456,1.0827,1.16415,-1269,16319.4,16961.6,18349.6,19862.2,22700.1,23076.8,17656,18351,19852,21489,24559,24967,16500,17000,18500,20000,23500,23500,19,UDOT,UDOT,0.0,0,500,500,0,-1000,2000,0,0,0,0,0,0,0,Increased 2050 to follow the overall trendline. Smoothing.,,0,,0,0,0,0,0,0,0,0,Grand,986.836882038423
6502,0191_124.5,0,0.9243,1.2456,1.0827,1.16415,1585,15691.9,16306.9,17590.2,18988.0,21609.8,22888.4,16977,17642,19031,20543,23380,24763,18500,19000,20500,22000,25000,26500,19,UDOT,UDOT,0.0,0,500,500,0,-500,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Grand,1180.04763143885
6503,0191_125.1,0,0.9243,1.2456,1.0827,1.16415,1906,15395.0,15684.5,16793.2,17935.3,20223.2,21086.6,16656,16969,18169,19404,21879,22814,18500,19000,20000,21500,24000,24500,19,UDOT,UDOT,0.0,0,500,500,0,0,1500,0,0,0,0,0,0,0,Increased 2050 to follow the overall trendline. Smoothing.,,0,,0,0,0,0,0,0,0,0,Grand,707.333957974542
