OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,AADT2019,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,FL_NOREV,FL_LTPRV,FL_ZERO,OV_NOREV,OV_LTPRV,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,Shape__Length,GlobalID,CreationDate,Creator,EditDate,Editor
6315,2843_000.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1631.36806894617,056b518f-a11a-42b2-bb7c-e769a3fd1ffc,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6316,2843_001.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,155.513353461362,794364bf-87c0-4c8a-9375-e368312fa9b9,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6317,2844_000.0,1.0924,2677,682,985,1351,2108,1205,1757,3400,3700,4000,4800,3900,4400,UTAH,MAG,3359,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1071.93493804777,a899c704-87cd-4140-8b61-2bdb30ee7e70,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6318,2845_000.0,1.0924,-28,3574,4606,5408,10209,12892,15257,3500,4600,5400,10000,13000,15000,UTAH,MAG,3546,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,942.439045488443,77a7eccd-771c-4503-abfe-0fe27a45aa74,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6319,2845_000.4,1.0946,-535,4081,5107,5936,18904,26808,28888,3500,4600,5400,18500,26500,28500,UTAH,MAG,3546,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,483.40573956812,30b9ebd2-5722-4ac2-bca3-e4772e396b8f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6320,2845_000.7,1.0924,314,3232,4133,4177,13863,17205,17833,3500,4400,4500,14000,17500,18000,UTAH,MAG,3546,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,1136.64123953072,e873a962-cd2b-43fd-ab7a-e0f6f0195f95,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6321,2845_001.2,1.0918,1145,2401,2848,3772,12571,11884,12911,3500,4000,4900,13500,13000,14000,UTAH,MAG,3546,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,2294.13342982229,0ae7584d-418b-497e-aab1-587acf8438de,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6322,2846_000.0,1.0924,-6049,12765,13446,15043,13815,15695,17768,6700,7400,9000,7800,9600,11500,UTAH,MAG,6716,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,800.594301967284,6684ea88-299d-49df-ab89-bed66f407225,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6323,2846_000.3,1.0924,-1438,8154,8838,10597,10394,10725,12863,6700,7400,9200,9000,9300,11500,UTAH,MAG,6716,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,569.492646352735,18853b4e-5b5f-4556-84c4-1459da763738,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6324,2846_000.6,1.0924,-838,7554,8307,10026,9858,13556,18433,6700,7500,9200,9000,12500,17500,UTAH,MAG,6716,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,1468.71321760086,7fe82a66-030f-4577-a4f3-f5b52e3c49dd,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6325,2846_001.3,1.0946,-63,6779,7664,9198,10546,11917,13767,6700,7600,9100,10500,12000,13500,UTAH,MAG,6716,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2520.12208249162,5ce016d6-e0d8-45c3-802d-d73ad5571a6c,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6326,2848_000.0,1.0924,-356,1874,2023,2358,1880,1423,1704,1500,1700,2000,1500,1100,1300,UTAH,MAG,1518,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,1,0,0,0,2838.5832552927,1b492d13-cfc1-4c06-98b3-7f297022ac22,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6327,2848_001.3,1.0924,-3735,5253,5293,5729,15681,17853,19171,1500,1600,2000,12000,14000,15500,UTAH,MAG,1518,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,476.802502968953,e37b9599-b512-4024-ab7a-e56110d0722a,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6328,2848_001.6,1.0924,-2725,4243,5068,5995,17002,19293,23331,1500,2300,3300,14500,16500,20500,UTAH,MAG,1518,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1304.67838023184,61bf9a03-0f0f-4e70-b0a1-966d51e764f4,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6329,2848_002.2,1.0924,-2290,3808,4578,5521,17229,19036,23209,1500,2300,3200,15000,16500,21000,UTAH,MAG,1518,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1353.67088256209,7a062b44-c3c0-4379-a111-11f1ddba989f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6330,2849_000.0,1.0946,-4516,7805,8814,9930,9267,10206,12017,3300,4300,5400,4800,5700,7500,UTAH,MAG,3289,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1153.97256606061,c4e80a09-2d7c-413f-8757-bc30de7c4b79,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6331,2849_000.5,1.0946,-8576,11865,13582,14865,14581,14261,16345,3300,5000,6300,6000,5700,7800,UTAH,MAG,3289,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,115.796299452849,699b2bd2-ecdb-4bbd-9b91-de833b307a4d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6332,2849_000.6,1.0946,-6920,8016,14615,17985,19419,21016,23443,1100,7700,11000,12500,14000,16500,UTAH,MAG,1096,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1222.4893890225,be00adbb-b5c0-43dd-9f46-bb14919efacd,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6333,2849_001.2,1.0924,-1875,2971,4031,8234,10291,12409,16744,1100,2200,6400,8400,10500,15000,UTAH,MAG,1096,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1192.24844004196,9aa15f2d-20ec-4bfc-887f-01046c2287a8,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6334,2849_002.4,1.0918,-446,946,1384,4430,8517,11947,15438,500,950,4000,8100,11500,15000,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,576.823116032248,62ffbff0-1e14-453b-be9c-a6b9dd92838d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6335,2849_005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,244.772280103456,89bc7571-998f-459e-bfdb-c4f54344a9f7,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6336,2850_000.0,0.984,0,3010,3098,3162,3017,3523,3409,3000,3100,3200,3000,3500,3400,UTAH,MAG,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1568.87809196539,3247e019-54af-48bf-aec9-be4388773790,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6337,2851_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2653.95382443423,da54ddb2-997c-4dea-854b-e902a5e98b3f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6338,2851_001.3,0.984,115,385,401,456,503,706,853,500,500,550,600,800,950,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,298.96675748013,a32634cc-861e-417e-bb9f-12a88eb19f0a,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6339,2851_001.4,0.984,153,347,399,483,574,861,982,500,550,650,750,1000,1100,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,1361.1554700502,93141ad4-1eda-4ada-bec7-12470942c18b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6340,2852_000.0,0.984,136,324,519,736,849,1159,1245,450,650,850,1000,1300,1400,UTAH,MAG,460,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1874.43964842177,13119112-2656-4820-b7c2-007333491ab3,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6341,2852_000.9,0.984,-1529,1989,2072,2147,2130,2667,2847,450,550,600,600,1100,1300,UTAH,MAG,460,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,1045.58354788022,26944fac-57bb-44c5-af7c-185d1bf698ec,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6342,2852_001.4,0.984,-110,570,586,647,630,674,715,450,500,550,500,550,600,UTAH,MAG,460,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,4614.63802756875,41ffa6ec-bd6c-4e7f-927e-aba0ffb84f64,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6343,2853_000.0,1.0918,-250,750,937,968,1469,3986,6158,500,700,700,1200,3700,5900,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1115.8428367527,b2e8930a-be66-4a5a-bab3-394546711055,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6344,2853_000.5,1.0924,-706,1206,1485,1819,1778,3972,4992,500,800,1100,1100,3300,4300,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1106.00318476445,790b7b82-494f-4a01-9db0-d62667aaf306,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6345,2854_000.0,1.0924,-857,3112,3395,3795,3105,3556,5205,2300,2500,2900,2200,2700,4300,UTAH,MAG,2255,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,4241.74619258783,6121ba00-532f-4f2f-af5f-dfcc6ad2b24e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6346,2854_002.0,0.984,0,2209,2311,1904,1380,1826,5205,2200,2300,1900,1400,1800,5200,UTAH,MAG,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1056.70480140635,6f912638-0dcb-49d4-9d37-10ab61d3e502,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6347,2854_002.5,0.984,0,4196,4357,3981,3707,4978,1977,4200,4400,4000,3700,5000,2000,UTAH,MAG,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1062.93400702328,7ba29dda-9859-461f-8363-551615ec5cb6,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6348,2854_003.0,0.984,0,661,1471,2086,2521,4148,2028,650,1500,2100,2500,4100,2000,UTAH,MAG,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1067.47155952386,2c52d384-7d1d-45f4-a028-5ff5112a65b7,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6349,2854_003.5,0.984,0,406,772,1275,2177,3891,7062,400,750,1300,2200,3900,7100,UTAH,MAG,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,1051.6978431377,b3a9ebb2-5624-4600-b91f-08262d7669ff,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6350,2854_004.0,0.984,1852,403,781,1334,2225,5363,10625,2300,2600,3200,4100,7200,12500,UTAH,MAG,2255,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,584.09241906037,9d803133-9c14-433b-a249-5ef02565c75d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6351,2854_004.3,0.984,1844,411,1025,1754,2943,5151,8585,2300,2900,3600,4800,7000,10500,UTAH,MAG,2255,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1513.55821333867,01ebb320-e1fd-4708-aa27-94fe4c291423,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6352,2855_000.0,1.0924,-3620,7278,9113,10789,12966,20115,26276,3700,5500,7200,9300,16500,22500,UTAH,MAG,3658,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,467.883093030211,58b58ac0-f87f-48e7-9dcb-78f19563469a,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6353,2855_000.2,1.0924,1636,2022,2612,3215,3899,5919,6566,3700,4200,4900,5500,7600,8200,UTAH,MAG,3658,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2406.936654733,85f12d90-bd95-46de-a6ec-ec749ac174bc,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6354,2856_000.0,0.984,471,1159,1166,1214,1245,1514,1821,1600,1600,1700,1700,2000,2300,UTAH,MAG,1630,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,2051.67589076355,dbdc6820-5b18-4402-b4e7-c8c78152f6f5,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6355,2856_001.0,1.0918,201,1429,1450,1502,1514,2312,5200,1600,1700,1700,1700,2500,5400,UTAH,MAG,1630,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,2440.63016584383,42e5fba3-98ce-41b7-94d9-57aaaa62e11e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6356,2856_002.1,1.0918,-1925,3555,3902,4207,4896,10595,13897,1600,2000,2300,3000,8700,12000,UTAH,MAG,1630,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,1760.24220671736,0b43f476-3330-42e1-93f4-e69a0d232474,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6357,2857_000.0,1.0918,-1221,1721,1794,2060,1914,1616,2224,500,550,850,700,400,1000,UTAH,MAG,500,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1687.64822592916,bb0360ec-3837-4827-af4e-fc33e17b2e31,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6358,2859_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,3840,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,691.211043898135,4487cb03-4e62-459f-88a6-b17736039087,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6359,2859_000.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,3840,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1234.35481092087,0832e74e-1964-4769-a90f-3c0f3c18032f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6360,2859_000.9,1.0924,-1213,1713,1796,1921,1972,2031,2250,500,600,700,750,800,1000,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2497.6946808867,4f6969bf-3c97-4060-91ec-7b3ff8d69e7d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6361,2860_000.0,1.0946,-2334,6903,7392,7387,6053,10920,11151,4600,5100,5100,3700,8600,8800,UTAH,MAG,4569,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,787.446430190091,17abd18d-d535-4c5e-82c9-4c891fac9ebb,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6362,2860_000.4,1.0924,-1602,3308,3528,3635,3261,3910,4073,1700,1900,2000,1700,2300,2500,UTAH,MAG,4872,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,2816.75210664974,267cefc0-7911-4f8a-8589-8f46d81de92f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6363,2862_000.0,1.0924,-585,4088,4680,6474,5035,7243,8143,3500,4100,5900,4400,6700,7600,UTAH,MAG,3503,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,1000.8491421816,23697ecc-169a-45a8-8520-1f36d1f85008,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6364,2862_000.5,1.0918,673,2830,3660,5781,8250,8949,8692,3500,4300,6500,8900,9600,9400,UTAH,MAG,3503,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,210.130178258802,26a5f278-a00a-4d05-ab70-3bdd92097aae,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6365,2862_000.6,0.984,-1081,2756,3611,7065,7988,10996,12591,1700,2500,6000,6900,9900,11500,UTAH,MAG,1675,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,5000.90243178465,1eb62f47-ffb4-4ced-88fb-415e99c39918,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6366,2862_002.9,1.0918,-562,2237,2688,4476,4890,6446,7895,1700,2100,3900,4300,5900,7300,UTAH,MAG,1675,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,2295.1301619896,f1dcd474-a76a-4a75-a4e8-a9f14d27dc28,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6367,2863_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASATCH,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,53649.6907623844,cabf603d-2d3b-4878-85b1-bcde68a40913,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6368,2864_000.0,1.0918,29,977,1329,2003,2304,2120,2721,1000,1400,2000,2300,2100,2800,UTAH,MAG,1006,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,4069.34679303161,5efe6248-3e3b-456a-bb9d-05501160f1cf,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6369,2864_001.9,1.0924,676,330,354,371,381,377,461,1000,1000,1000,1100,1100,1100,UTAH,MAG,1006,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,4167.09753432931,18a92ce2-5ea8-4577-b613-32e5d71e0d60,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6370,2865_000.0,1.0918,722,1663,1763,2010,2014,2237,2397,2400,2500,2700,2700,3000,3100,UTAH,MAG,2385,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2656.04049537677,3de1c492-9cea-4cee-ba79-c4c85128bc5e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6371,2865_001.3,0.9555,1113,1272,1220,1322,1338,1328,1347,2400,2300,2400,2500,2400,2500,UTAH,MAG,2385,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1768.75896794886,bb07864c-cde3-423d-b77d-28e32ec4f6f7,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6372,2865_002.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4816.0558441916,c08d3ec0-6c39-4a2a-a662-893161bdf85f,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6373,2865_004.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,31631.3166926039,cda569a2-bc4f-4775-8e44-51c5a6317527,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6374,2865_019.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,27164.9184335182,8950f8e2-1448-43a8-8d2b-9a961ce0e527,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6375,2865_032.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASATCH,UDOT,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13699.496335627,1ca89cea-af0e-4ab7-8c80-8a25368063ec,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6376,2866_000.0,1.0918,-2366,2555,2848,3290,3643,2939,557,200,500,900,1300,550,-1809,UTAH,MAG,189,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,967.337269176112,cccf969b-b679-46c3-b974-1717063712e5,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6377,2866_000.5,0.984,-4380,4569,5237,6287,7504,6426,608,200,850,1900,3100,2000,-3772,UTAH,MAG,189,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,1063.49151313605,a02ee29e-9da5-4dc7-aaba-c52b7f41eba8,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6378,2866_001.0,0.984,-3893,4082,4635,5557,6601,7434,3627,200,750,1700,2700,3500,-266,UTAH,MAG,189,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,1,0,0,0,2619.43478357019,37f70c99-6836-4a92-a127-993b392d8a0e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6379,2866_002.3,1.0918,-2625,2814,3446,4223,4923,6287,9697,200,800,1600,2300,3700,7100,UTAH,MAG,189,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,3507.708249633,c3899541-6706-46a7-a773-380f1a574d0b,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6380,2866_004.0,1.0918,-4777,4966,6249,7314,8006,9210,12240,200,1500,2500,3200,4400,7500,UTAH,MAG,189,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,392.576829242628,2a8ba904-2dfd-43e3-b706-ce0d93af2a12,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6381,2868_000.0,0.984,-136,1245,1254,1491,2617,6346,10868,1100,1100,1400,2500,6200,10500,UTAH,MAG,1109,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1338.98759266041,ccd26fe5-fa90-4ff1-9aff-cb4a5454c661,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6382,2868_000.6,0.984,-476,1585,1588,1879,5392,14287,21373,1100,1100,1400,4900,14000,21000,UTAH,MAG,1109,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,1729.51200437403,1179563d-5a5d-4ad9-a82c-adb2a9f8518e,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6383,2869_000.0,0.9593,1755,1825,1821,2023,2048,2017,4675,3600,3600,3800,3800,3800,6400,UTAH,MAG,3580,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2015.75942847381,46f69a3d-de74-44e7-8c11-01bf3eb79517,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6384,2869_001.0,0.9593,1308,2272,2221,2442,2480,3016,4632,3600,3500,3800,3800,4300,5900,UTAH,MAG,3580,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,0,0,1833.35268179483,c44205e5-d038-449c-8e42-29578fe4f409,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6385,2869_001.8,1.0924,439,3141,3557,4306,3646,4723,6307,3600,4000,4700,4100,5200,6700,UTAH,MAG,3580,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,266.339263816149,59df0480-f934-4495-b891-de3de299c661,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6386,2869_002.0,1.0924,-1319,4899,5338,5892,6145,7022,8718,3600,4000,4600,4800,5700,7400,UTAH,MAG,3580,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2025.34366715309,12753ddb-ef43-43e9-a316-fcc78db114fb,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6387,2870_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTAH,MAG,3194,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,174.584798708251,a0802551-716d-4b64-a56e-45706f678124,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6388,2870_000.1,1.0924,-1891,5085,5681,6286,6987,8193,8386,3200,3800,4400,5100,6300,6500,UTAH,MAG,3194,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,982.06616177237,d3ebaa48-bb5f-4718-ad45-8d2433335471,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6389,2870_000.5,1.0924,-3082,6276,7199,7980,7973,9481,9495,3200,4100,4900,4900,6400,6400,UTAH,MAG,3194,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,1109.14498155972,4ed66edc-9019-46f6-a866-0dcc8d7a53f0,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6390,2870_001.1,1.0918,-1086,1586,1997,2395,2975,3778,3396,500,900,1300,1900,2700,2300,UTAH,MAG,500,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,897.396706438326,4ba27b2e-a7f7-4eb7-9e0b-57c247ee1cf2,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6391,2870_001.5,1.0918,-1424,1924,2393,2822,3479,4166,3441,500,950,1400,2100,2700,2000,UTAH,MAG,500,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,1984.52485115415,f88e6e32-7788-4203-b9b8-6a8a92f7f170,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6392,2870_002.4,1.0918,-1315,1815,2170,2193,2375,2444,2505,500,850,900,1100,1100,1200,UTAH,MAG,500,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,2535.2367368726,44c109cc-69af-47bf-9c30-7b0bb9526e14,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6393,2870_003.6,1.0924,-791,1291,1646,1843,1643,1639,2830,500,850,1100,850,850,2000,UTAH,MAG,500,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,0,1,0,2255.92188353808,2293bc65-4ea7-40c3-8c64-795931ce029d,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
6394,2870_004.7,1.0918,0,354,344,842,1325,980,755,350,350,850,1300,1000,750,UTAH,MAG,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,1,0,1132.70384868138,c677fef7-ef00-49d4-8c2e-5e9dcba588e1,1693520818803,bhereth_wfrcgis,1693520818803,bhereth_wfrcgis
