OBJECTID,SEGID,FAC_WDAVG,aadtAdjFactor,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_NAME,PLANAREA,AADT2019,ADJHIST,NOTES_FURREV,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,FL_REV,OV_REV,FL_LTPRV,OV_LTPRV,FL_ZERO,OV_ZERO,FL_HIADJ,OV_HIADJ,FL_50LT19,OV_50LT19,FL_503X19,OV_503X19,FL_FURREV,OV_FURREV,CreationDate,Creator,EditDate,Editor,Shape__Length,GlobalID
78,0006_246.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARBON,UDOT,9034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,174.660966965594,60367cc3-69b3-4a41-8b88-9bd8cbb97dda
79,0006_246.94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARBON,UDOT,9034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,4557.03432230272,e2cffc18-a41d-42bb-b0c8-e1d9d1ffe761
80,0006_249.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARBON,UDOT,9034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,545.039599154288,59ebcec9-1e00-46cd-85cf-e0c976dca61c
81,0006_249.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARBON,UDOT,7515,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,13960.0200173257,adaff74e-9ee5-4553-a7c9-c29d848e8aee
82,0006_256.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARBON,UDOT,6515,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,11922.5194252517,bd32d3ad-8295-41d5-aa56-035705f1f6bd
83,0006_261.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,6515,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,11182.713702241,64693624-11c4-4cb9-987b-db52f1543e86
84,0006_267.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,6515,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,22893.71502194,2ae07aa0-ecd6-45c8-bf7e-514629895e16
85,0006_278.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5988,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,10617.806504172,107f6bcf-010c-4e7f-b253-e188bfc1e0e2
86,0006_283.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5988,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,34018.4342012991,0ce6758d-1ac5-46be-ba7a-d6c1ca493590
87,0006_299.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5988,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1659.37914458855,336149a4-03df-4a79-9004-addc37dd8fd2
88,0007_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,3032,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,162.806346103321,d3774ba8-fa90-40fd-b39c-1743c136be1b
89,0007_000.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,3032,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,453.971938245276,f975fb88-5c82-4859-965e-7c9aa7025bad
90,0007_000.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,4357,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2491.22362095262,1c6b3d1c-1086-4d9b-af39-cbb40a0f2c34
91,0007_001.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,4357,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1764.56865612281,ba8a967e-8216-410c-aa90-866811ba9276
92,0007_002.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,4357,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2116.88329926067,d6fed5ab-a926-4f70-a88f-6dd00aaadb89
93,0007_003.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,4628,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3322.2529953128,8bd8b305-6a67-40f9-82c2-4489a245e807
94,0007_005.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,4628,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2078.47194446984,5ab4b6ea-5ac9-44fb-a68e-993f9a6529f6
95,0007_006.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,3089,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2393.81874361549,1cae8d4f-17b0-49bc-9832-050e7c2d822e
96,0007_007.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,2545,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2037.4844770303,c9a13408-d074-4c0f-af98-c1304e5e92b4
97,0007_008.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,2545,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1943.52935310752,18be9139-961e-4ffd-8f80-d95e417209c7
98,0007_009.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,2545,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2563.57401957158,ea43d129-ab16-4314-aa95-6714c0bedec2
99,0007_010.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,2545,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3873.51373574545,4db78fd6-7b18-46ab-874b-9e85221b930c
100,0007_012.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,2545,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,5153.35298656433,9c81ba27-2e18-44d1-99af-a3a1adb9d9b7
101,0007_015.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,5042,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,6678.26461448226,29915958-efe9-4492-bbda-96da20d82c9a
102,0008_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,25703,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,833.685582349746,c95d3777-8de5-463a-b1dc-81f1a4512788
103,0008_000.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,25703,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1565.41031678421,f5d07efe-cbd0-4c39-aaa5-3e6d7293be89
104,0008_001.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,43825,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,248.276304030992,aae7a90f-dd7b-47e8-b518-ac7670aac057
105,0009_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,26001,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1033.9734771952,ccf232c9-fbce-4a2d-a199-cd103be79647
106,0009_000.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,26001,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1205.51792675059,8cff158a-f315-4ca9-80fd-0a34d235f67c
107,0009_001.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,27633,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3351.65370870803,985c9f94-b9a1-48ed-9c50-297b9d964d38
108,0009_002.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,4410.41290020936,0b9d4a26-c194-4b19-b0e4-756a333e2c94
109,0009_004.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,810.891610531966,f70873e9-544e-423a-b638-14daa2fcfac9
110,0009_005.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2538.79519723778,cfd9f633-c986-42a1-b03f-5932cebf32fe
111,0009_006.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,836.266422139368,e78608a2-0d4b-4bca-8537-6d9b5218e4ca
112,0009_007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,947.513656366746,3f38e8e2-cbe1-462c-96b4-1d2f7517d1e2
113,0009_007.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,895.350531551749,07d689c1-9e03-4b1f-829c-73cd90e33d0b
114,0009_007.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,710.077927953043,f91d2c48-6132-4791-ba05-0a74654866c6
115,0009_008.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,586.123614848453,c78ce32f-879e-462e-8842-22c2165e6b8f
116,0009_008.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1028.11580485908,516b3e0d-92c4-4a06-888d-f3c8593a8035
117,0009_009.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,964.960106501865,72963f5f-55f6-4280-bbe8-b6c107000c41
118,0009_009.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,36244,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,419.753611521811,042fd976-76a3-45cf-a354-dd84a9a77aae
119,0009_009.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,29765,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1463.67834536469,2c090dde-a82e-4e23-a69d-bef45a167bf0
120,0009_010.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,29765,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,775.725949926128,986a02be-28ba-4777-be56-1ab67b7503e8
121,0009_010.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,16164,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1001.78113174006,92681e51-b15e-435c-b731-3c64a83ab199
122,0009_011.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,16094,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2189.98170171827,c17c6c75-2724-48ce-bc1c-cd906f40eef4
123,0009_012.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,7441,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,368.976770505335,fa2831fc-da0d-4f05-86fe-130dbab0e8ec
124,0009_012.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,6131,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,5457.8508426359,6c2cd05d-a3ec-4a46-9f12-d43f3d7785ea
125,0009_015.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,Dixie,6131,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,4119.78164300646,7516fde8-70a6-452a-8b80-ce05943bbda2
126,0009_017.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,6131,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2737.7920792402,c63ad0cf-7a1f-40cf-9f58-35469e9796fe
127,0009_018.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2176,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1696.94383020428,8e7c49fd-2f32-41b8-88a8-36c50c71eef6
128,0009_019.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2176,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,12332.4830432363,b037117f-9d45-4ff4-bc59-f81a79b7652f
129,0009_025.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2176,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2513.36962567944,ae0e72c3-c77a-4527-a511-616c092f6b2e
130,0009_026.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2176,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1888.69225630063,b1580c1c-0efe-4d31-a96f-afeee11f5632
131,0009_027.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2617,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3334.22141376733,6248249c-5694-44c9-9bfc-a4fab8060885
132,0009_029.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,2617,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1167.95719750542,6a2514ef-4b12-4d71-b4e9-377a40ff712c
133,0009_030.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,6691,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1328.05777384769,cf155494-573d-48e4-909b-03c5522ece39
134,0009_030.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASHINGTON,UDOT,6691,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3909.18474213528,044f269e-5392-4ef0-b119-b25ee5297aeb
135,0009_044.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,KANE,UDOT,444,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3467.92939228127,a86ac00a-9532-461d-80d5-130b3e276e00
136,0009_046.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,KANE,UDOT,444,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,21430.163269137,c0343c18-a9b2-497f-a7c3-70d61e14c307
137,0010_000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEVIER,UDOT,4077,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,13660.6140141133,f3423378-b9a7-4c49-a9a5-7467e635d1af
138,0010_006.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,4077,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,4140.73867703829,7485826c-2720-497c-a6c5-6ebedb1d5658
139,0010_008.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,2286,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2302.07349456911,c0e69277-63c1-4bf5-aec0-c4b6911d1203
140,0010_009.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,2286,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1097.79645532865,eaa469c2-b6e1-45c0-b031-1caeb1e19020
141,0010_010.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,2286,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,4081.35956200606,b5692c34-fefb-4e46-af6b-92e5cab94cac
142,0010_012.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,2286,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,533.822705488999,00b12867-39cd-482b-938e-f13211796d94
143,0010_012.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,2327,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1023.21043772207,5ab2ef35-ce10-435d-bed1-7c4fe1ffcaf3
144,0010_012.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,4253,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,6944.36106576687,8df921f0-b268-41e5-b808-5606b3e610a4
145,0010_016.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,4253,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,21733.163606628,71da6750-2b0b-4711-9a97-ad4429fb3151
146,0010_026.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5578,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1638.84059144752,21790829-4c98-4226-af68-c644191ee057
147,0010_027.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5273,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,6004.17090358497,67226a91-3f0a-46cc-b39b-524820e3cbc0
148,0010_030.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7465,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,8941.34308036506,f3f289cd-4cac-4391-9420-d41c92a01ff8
149,0010_034.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,5116,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,6348.50327884305,2f063862-7e23-45d4-81c4-1e2191917783
150,0010_037.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7598,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,207.218375527316,3cd69204-09ce-40b4-8634-be30e05ffac4
151,0010_037.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7598,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1036.25275821383,cf504ec2-b351-42e5-a928-179b1ebc9552
152,0010_038.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7356,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2308.46843535923,f4fe0605-8ce4-47a5-81a2-d1dd6f9ad5c0
153,0010_039.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7356,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,3691.22593373259,0c13ca02-dd51-40ce-976a-3ec8c5b1c658
154,0010_041.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,1442.19664840935,d7c59c34-4e93-4563-b0c5-6e1b240dee1a
155,0010_041.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,7568.43755495554,59cf50f5-0082-49c0-88d3-458cab0617e9
156,0010_045.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,7034,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2082.12571983184,416c12c2-8639-48a9-b36c-1ea536b016ab
157,0010_046.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMERY,UDOT,8373,0,,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693593727465,bhereth_wfrcgis,1693593727465,bhereth_wfrcgis,2166.32312971979,ebd92bd6-0e0e-4270-9286-a5e839826149
