OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
3551,3015_001.9,1,1.0946,1.0117,1.0095,1.0106,3370,4903.8,5049.6,5343.4,7471.4,8114.3,7851.2,4480,4613,4882,6826,7413,7173,7800,8000,8300,10000,11000,10500,49,MAG,MAG,0,0,0,0,0,0,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,1085.34315401937
3552,3015_002.4,1,1.0946,1.0117,1.0095,1.0106,2134,6667.2,7163.8,8079.3,9561.8,11146.8,11644.3,6091,6545,7381,8735,10183,10638,8200,8700,9500,11000,12500,13000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1145.65447002268
3553,3015_003.0,1,1.0946,1.0117,1.0095,1.0106,2997,7201.3,7536.0,8721.3,9934.0,10172.1,11361.9,6579,6885,7968,9075,9293,10380,9600,9900,11000,12000,12500,13500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1110.33749537292
3554,3015_003.5,1,1.0946,1.0117,1.0095,1.0106,1388,8962.6,9305.6,9585.4,10400.9,10381.2,12083.9,8188,8501,8757,9502,9484,11040,9600,9900,10000,11000,11000,12500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1056.14601682106
3555,3017_000.0,1,1.0946,1.0117,1.0095,1.0106,-1092,1742.9,5308.9,6080.6,6486.3,5991.7,6279.1,1592,4850,5555,5926,5474,5736,500,3800,4500,4800,4400,4600,49,MAG,MAG,0,0,0,0,0,400,0,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,1,0,1,0,0,Utah,777.412098520244
3556,3020_000.0,1,1.0946,1.0117,1.0095,1.0106,-7108,20726.9,21591.8,22509.3,24546.7,25575.4,26289.7,18936,19726,20564,22425,23365,24018,12000,12500,13500,15500,16500,17000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,672.736401271035
3557,3020_000.3,1,1.0946,1.0117,1.0095,1.0106,-8142,21859.0,24517.7,26295.7,28280.0,33184.3,33776.9,19970,22399,24023,25836,30316,30858,12000,14500,16000,17500,22000,22500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,589.441268214381
3558,3020_000.6,1,1.0946,1.0117,1.0095,1.0106,-3616,25605.6,28879.8,30357.2,31902.1,33165.6,33626.8,23393,26384,27734,29145,30299,30721,20000,23000,24000,25500,26500,27000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1361.7787782331
3559,3020_001.2,1,1.0946,1.0117,1.0095,1.0106,1767,25606.9,27278.0,28085.6,29546.3,30260.8,30982.8,23394,24921,25658,26993,27646,28305,25000,26500,27500,29000,29500,30000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,265.374306298176
3560,3020_001.4,1,1.0946,1.0117,1.0095,1.0106,1767,25606.9,27278.0,28085.6,29546.3,30260.8,30982.8,23394,24921,25658,26993,27646,28305,25000,26500,27500,29000,29500,30000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,151.759294625942
3561,3020_001.5,1,1.0946,1.0117,1.0095,1.0106,6592,20325.9,21950.5,22674.4,23429.8,24232.1,24847.3,18569,20053,20715,21405,22138,22700,25000,26500,27500,28000,28500,29500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Utah,574.03690174745
3562,3020_001.7,1,1.0946,1.0117,1.0095,1.0106,16715,9245.3,10713.9,11499.9,12200.3,12958.3,13482.0,8446,9788,10506,11146,11838,12317,25000,26500,27000,28000,28500,29000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,468.380332633493
3563,3020_001.9,1,1.0946,1.0117,1.0095,1.0106,16127,12064.1,13514.4,14513.7,15238.5,15912.6,16268.5,11021,12346,13259,13922,14537,14863,27000,28500,29500,30000,30500,31000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,538.435723567145
3564,3020_002.2,1,1.0946,1.0117,1.0095,1.0106,14776,13541.9,14476.6,15468.2,16054.1,16715.3,16846.2,12372,13225,14131,14667,15271,15390,27000,28000,29000,29500,30000,30000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,477.431863434604
3565,3020_002.4,1,1.0946,1.0117,1.0095,1.0106,12797,15709.0,16480.7,17234.3,17591.2,18101.7,18292.7,14351,15056,15745,16071,16537,16712,27000,28000,28500,29000,29500,29500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,461.740971347883
3566,3020_002.6,1,1.0924,1.0104,1.0243,1.01735,10294,18411.7,19084.7,20148.2,20810.0,21699.9,22136.9,16854,17470,18444,19050,19864,20264,27000,28000,28500,29500,30000,30500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,217.048297408974
3567,3020_002.7,1,1.0946,1.0117,1.0095,1.0106,2299,13573.5,13922.6,14556.8,15005.0,15794.8,16476.1,12400,12719,13299,13708,14430,15052,14500,15000,15500,16000,16500,17500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,967.126310589323
3568,3020_003.2,1,1.0924,1.0104,1.0243,1.01735,6000,17101.1,17833.1,19035.4,19792.8,19605.2,19900.3,15655,16325,17425,18119,17947,18217,21500,22500,23500,24000,24000,24000,49,MAG,MAG,0,0,0,-500,-500,0,0,0,0,0,0,0,0,0,smooth,,0,,0,0,0,0,0,0,0,0,Utah,281.722596514316
3569,3020_003.3,1,1.0946,1.0117,1.0095,1.0106,-1030,20578.8,21512.5,22948.0,23215.4,25074.7,25613.3,18800,19653,20965,21209,22908,23400,18000,18500,20000,20000,22000,22500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,303.485219573814
3570,3020_003.5,1,1.0946,1.0117,1.0095,1.0106,4085,14979.3,15361.2,16137.8,16754.8,17695.0,18204.1,13685,14034,14743,15307,16166,16631,18000,18000,19000,19500,20500,20500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,710.23932488485
3571,3022_000.0,1,1.0946,1.0117,1.0095,1.0106,-12201,35029.3,36169.9,36984.7,37079.7,30860.0,30340.2,32002,33044,33788,33875,28193,27718,20000,21000,21500,21500,16000,15500,49,MAG,MAG,0,0,0,0,0,0,500,0,0,0,0,0,0,0,new 800 N interchange in 2042,,0,,0,1,0,0,1,0,0,0,Utah,279.126594105422
3572,3022_000.1,1,1.0946,1.0117,1.0095,1.0106,-13525,39107.3,40095.4,41266.4,41613.2,34764.9,34042.0,35727,36630,37700,38017,31760,31100,22000,23000,24000,24500,18000,17500,49,MAG,MAG,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,new 800 N interchange in 2042,,0,,0,1,0,0,1,0,0,0,Utah,624.155804387017
3573,3022_000.4,1,1.0946,1.0117,1.0095,1.0106,6681,8894.2,8789.7,9040.1,9460.4,9551.4,9568.2,8126,8030,8259,8643,8726,8741,15000,14500,15000,15500,15500,15500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023 cougar blvd reduced capacity. new 800 N interchange in 2042.,,0,,0,1,0,0,0,0,0,0,Utah,839.340226212772
3574,3024_000.3,1,1.0946,1.0117,1.0095,1.0106,-2123,5779.7,9654.0,10257.0,10750.9,11281.3,11793.8,5280,8820,9371,9822,10306,10775,3200,6700,7200,7700,8200,8700,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,589.621494129063
3575,3024_000.5,1,1.0946,1.0117,1.0095,1.0106,-5543,9523.2,10088.9,14033.0,13986.4,13613.3,14014.3,8700,9217,12820,12778,12437,12803,3200,3700,7300,7200,6900,7300,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,new 800 N interchange in 2042,,0,,0,1,0,1,0,0,0,0,Utah,394.137052840446
3576,3024_000.7,1,1.0946,1.0117,1.0095,1.0106,-2798,6518.2,7776.0,8802.7,8412.8,10814.1,11001.3,5955,7104,8042,7686,9879,10051,3200,4300,5200,4900,7100,7300,49,MAG,MAG,0,0,0,0,100,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,1,0,0,0,0,0,0,Utah,575.246234626951
3577,3026_000.0,1,1.0946,1.0117,1.0095,1.0106,-563,1833.3,2003.1,2332.8,2508.7,2672.1,2733.6,1675,1830,2131,2292,2441,2497,1100,1300,1600,1700,1900,1900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,2412.47474624812
3578,3026_001.2,1,1.0924,1.0104,1.0243,1.01735,-1794,3174.7,3338.9,3648.1,3873.7,4116.3,4222.6,2906,3056,3340,3546,3768,3865,1100,1300,1500,1800,2000,2100,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,0,0,0,Utah,665.072211631276
3579,3029_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,11500,11500,12500,9400,9400,0,0,0,0,0,0,0,hand forecast: no links in model network (and not along taz boundary),,0,,0,1,0,0,0,0,0,0,Utah,387.136483841156
3580,3030_000.0,1,1.0946,1.0117,1.0095,1.0106,972,9952.4,11406.8,12004.7,12562.4,8964.1,9017.6,9092,10421,10967,11477,8189,8238,10000,11500,12000,12500,9200,9200,49,MAG,MAG,0,0,0,0,0,0,200,0,0,0,0,0,0,0,new interchange on 800 N in 2042,,0,,0,1,0,0,1,0,0,0,Utah,1346.24076390772
3581,3030_000.6,1,1.0946,1.0117,1.0095,1.0106,2102,6465.2,8317.7,9036.3,8981.6,10496.2,10137.4,5906,7599,8255,8205,9589,9261,8000,9700,10500,10500,11500,11500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,379.037178011513
3582,3030_000.8,1,1.0946,1.0117,1.0095,1.0106,-1258,6409.1,6807.8,7271.9,7491.1,8344.1,8421.7,5855,6219,6643,6844,7623,7694,4600,5000,5400,5600,6400,6400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,769.688318478822
3583,3031_000.0,1,1.0924,1.0104,1.0243,1.01735,1478,4229.1,4350.6,4606.7,4741.4,4950.7,5114.0,3871,3983,4217,4340,4532,4681,5300,5500,5700,5800,6000,6200,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,956.558021103167
3584,3031_000.4,1,1.0924,1.0104,1.0243,1.01735,-233,1221.6,1387.5,1661.4,1853.3,1891.7,1902.7,1118,1270,1521,1697,1732,1742,900,1000,1300,1500,1500,1500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,3604.64482144679
3585,3031_002.2,1,1.0918,1.0107,1.0324,1.02155,2249,1368.2,1570.5,1981.0,2161.2,2266.0,2381.9,1253,1438,1814,1979,2075,2182,3500,3700,4100,4200,4300,4400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1912.28029310227
3586,3031_003.1,1,1.0946,1.0117,1.0095,1.0106,608,2848.3,3117.4,3931.9,4223.5,4666.2,5099.4,2602,2848,3592,3858,4263,4659,3200,3500,4200,4500,4900,5300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,553.221394299961
3587,3032_000.0,1,1.0946,1.0117,1.0095,1.0106,-3929,9906.0,12870.7,14764.8,14759.8,21937.7,22410.1,9050,11758,13489,13484,20042,20473,5100,7800,9600,9600,16000,16500,49,MAG,MAG,0,0,0,0,1800,-3000,-3000,0,0,0,0,0,0,0,"smoothing, drop due to model noise in urban area type",,0,,0,0,0,0,0,0,0,0,Utah,587.798095327525
3588,3032_000.3,1,1.0946,1.0117,1.0095,1.0106,-3640,10499.8,17937.1,19719.6,20079.6,20129.4,20363.8,9592,16387,18015,18344,18390,18604,6000,12500,14500,14500,15000,15000,49,MAG,MAG,0,0,-4000,-3000,-2000,0,0,0,0,0,0,0,0,0,shifting to University to smooth area type change,,0,,0,0,0,0,0,0,0,0,Utah,394.72383757813
3589,3032_000.5,1,1.0946,1.0117,1.0095,1.0106,-3908,10792.8,17487.8,19160.3,19465.3,19433.0,19627.5,9860,15976,17504,17783,17754,17931,6000,12000,13500,14000,14000,14000,49,MAG,MAG,0,0,-4000,-3000,-2000,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,590.711003942287
3590,3032_000.7,1,1.0946,1.0117,1.0095,1.0106,-5541,12580.2,16989.6,18016.2,18073.6,19296.1,19414.6,11493,15521,16459,16512,17628,17737,6000,10000,11000,11000,12000,12000,49,MAG,MAG,0,0,-3000,-2000,-1000,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,375.2709048465
3591,3032_000.9,1,1.0946,1.0117,1.0095,1.0106,-5930,13005.5,18397.4,19584.1,19278.8,25419.3,25368.1,11882,16807,17892,17613,23222,23176,6000,11000,12000,11500,17500,17000,49,MAG,MAG,0,0,-4000,-2500,-2000,0,0,0,0,0,0,0,0,0,shifting to University to smooth area type change,,0,,0,1,0,1,0,0,0,0,Utah,188.307838395793
3592,3032_001.0,1,1.0946,1.0117,1.0095,1.0106,1775,7532.5,10173.6,10694.3,10574.8,11020.0,11400.3,6882,9294,9770,9661,10068,10415,8700,11000,11500,11500,12000,12000,49,MAG,MAG,0,0,-1000,-1000,-1000,0,0,0,0,0,0,0,0,0,shifting to University to smooth area type change,,0,,0,0,0,0,0,0,0,0,Utah,609.788126640536
3593,3033_000.0,1,1.0946,1.0117,1.0095,1.0106,3254,5059.6,5823.5,7247.6,9111.5,10341.1,11210.5,4622,5320,6621,8324,9447,10242,7900,8600,9900,11500,12500,13500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1503.52553564489
3594,3034_000.0,1,1.0946,1.0117,1.0095,1.0106,-1230,2563.8,2577.7,3409.3,3802.4,3970.1,4479.0,2342,2355,3115,3474,3627,4092,1100,1100,1900,2200,2400,2900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,1,0,0,0,0,Utah,1618.16507461947
3595,3034_000.8,1,1.0946,1.0117,1.0095,1.0106,-4889,6568.5,6261.7,6858.9,7678.0,8024.8,8163.8,6001,5721,6266,7014,7331,7458,1100,850,1400,2100,2400,2600,49,MAG,MAG,0,0,300,0,0,0,0,0,0,0,0,0,0,0,smooth out effect of university ave area type change in 2023,,0,,0,0,0,1,0,0,0,0,Utah,529.663675568515
3596,3034_001.0,1,1.0946,1.0117,1.0095,1.0106,-6040,14821.1,12490.0,16434.2,17911.2,16854.3,17078.1,13540,11411,15014,16363,15398,15602,7500,5400,9000,10500,9400,9600,49,MAG,MAG,0,0,2000,0,-1000,0,0,0,0,0,0,0,0,0,smooth out effect of university ave area type change in 2023. smoothing,,0,,0,1,0,0,0,0,0,0,Utah,1178.62584080666
3597,3035_000.0,1,1.0924,1.0104,1.0243,1.01735,-862,10269.9,9923.0,8246.9,8438.9,9326.8,9473.9,9401,9084,7549,7725,8538,8673,8500,8200,6700,6900,7700,7800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new parallel connector in 2028,,0,,0,1,0,0,1,0,0,0,Utah,710.006059074126
3598,3035_000.3,1,1.0924,1.0104,1.0243,1.01735,586,3163.8,5018.8,5518.0,6399.3,9988.1,10935.1,2896,4594,5051,5858,9143,10010,3500,5200,5600,6400,9700,10500,49,MAG,MAG,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,1,0,0,Utah,1294.66167343799
3599,3035_000.9,1,1.0918,1.0107,1.0324,1.02155,1259,2426.9,4436.2,4460.2,4929.9,6324.4,7230.0,2223,4063,4085,4515,5793,6622,3500,5300,5300,5800,7100,7900,49,MAG,MAG,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,1073.46628870587
3600,3035_001.4,1,1.0918,1.0107,1.0324,1.02155,0,9133.0,8624.8,9854.4,8069.5,11089.3,12345.2,8365,7900,9026,7391,10157,11307,8400,7900,9000,7400,10000,11500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2028, 2032 new connectivity in surrounding network",,0,,0,1,0,0,0,0,0,0,Utah,675.722493437006
3601,3035_003.2,1,1.0918,1.0107,1.0324,1.02155,0,1965.5,9948.0,11781.3,12019.2,11334.5,13121.6,1800,9112,10791,11009,10381,12018,1800,9100,11000,11000,10500,12000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,1,0,0,Utah,1348.89203311148
3602,3037_000.0,1,1.0918,1.0107,1.0324,1.02155,-7442,8671.0,11394.8,13012.3,10160.5,11764.2,12834.0,7942,10437,11918,9306,10775,11755,500,3000,4500,1900,3300,4300,49,MAG,MAG,0,0,6900,6800,6850,6900,6800,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton,,0,,0,1,0,1,0,1,0,0,Utah,810.415998375029
3603,3037_000.4,1,1.0918,1.0107,1.0324,1.02155,-6559,7707.2,7816.4,9051.0,6998.3,7700.8,7956.0,7059,7159,8290,6410,7053,7287,500,600,1700,-149,500,750,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Utah,1475.33121785873
3604,3038_000.0,1,1.0946,1.0117,1.0095,1.0106,-1620,2868.1,3278.8,3657.4,3963.8,5338.0,5100.3,2620,2995,3341,3621,4877,4660,1000,1400,1700,2000,3300,3000,49,MAG,MAG,0,0,0,0,0,-400,0,0,0,0,0,0,0,0,new 800 n interchange in 2042,,0,,0,0,0,1,0,0,0,0,Utah,934.854486537053
3605,3038_000.4,1,1.0946,1.0117,1.0095,1.0106,-5514,7130.6,7717.1,9602.4,9631.0,9013.2,9391.2,6514,7050,8773,8799,8234,8580,1000,1500,3300,3300,2700,3100,49,MAG,MAG,0,0,5600,5500,5700,5600,5500,0,1,0,0,0,0,0,match to tdm. smooth. new 800 n interchange in 2042,,0,,0,1,0,1,0,1,0,0,Utah,782.600668850126
3606,3038_000.8,1,1.0946,1.0117,1.0095,1.0106,-7924,9767.9,14443.4,10302.5,10595.8,8708.5,9085.7,8924,13195,9412,9680,7956,8300,1000,5300,1500,1800,30,400,49,MAG,MAG,0,0,3900,7900,7900,7830,7900,0,1,0,0,0,0,0,match tdm. smooth area type change. new 800 n interchange in 2042.,,0,,0,1,0,1,0,1,0,0,Utah,584.861838737008
3607,3038_001.1,1,1.0946,1.0117,1.0095,1.0106,-7170,8942.6,6132.4,6517.9,7452.7,7010.5,7266.5,8170,5602,5955,6809,6405,6638,1000,-1568,-1215,-361,-765,-532,49,MAG,MAG,0,0,7144,7184,7146,7171,7223,0,1,0,0,0,0,0,match to tdm. new 800 N interchange in 2042,,0,,0,1,0,1,0,1,0,0,Utah,394.04060964512
3608,3038_001.3,1,1.0946,1.0117,1.0095,1.0106,-3490,5805.1,6225.2,6687.4,7157.4,6863.9,7032.1,5303,5687,6109,6539,6271,6424,1800,2200,2600,3000,2800,2900,49,MAG,MAG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,new 800 N interchange in 2042,,0,,0,1,0,1,0,0,0,0,Utah,1345.34193721453
3609,3039_000.0,1,1.0918,1.0107,1.0324,1.02155,-2150,2893.7,3206.0,3834.9,4023.6,4849.0,5420.8,2650,2936,3512,3685,4441,4965,500,800,1400,1500,2300,2800,49,MAG,MAG,0,0,2200,2200,2200,2100,2100,0,0,0,0,0,0,0,match to tdm,,0,,0,0,0,1,0,1,0,0,Utah,453.784027365772
3610,3039_000.2,1,1.0918,1.0107,1.0324,1.02155,-5140,6158.0,6930.0,7879.9,8406.8,9105.0,10363.1,5640,6347,7217,7700,8339,9492,500,1200,2100,2600,3200,4400,49,MAG,MAG,0,0,5200,5200,5200,5200,5200,0,0,0,0,0,0,0,match to tdm,,0,,0,0,0,1,0,1,0,0,Utah,809.213831661198
3611,3039_000.6,1,1.0918,1.0107,1.0324,1.02155,-834,1456.6,1624.3,1962.8,2198.5,2596.3,3035.9,1334,1488,1798,2014,2378,2781,500,650,950,1200,1500,1900,49,MAG,MAG,0,0,850,850,800,800,800,0,0,0,0,0,0,0,match to tdm,,0,,0,0,0,1,0,1,0,0,Utah,2268.12910567952
3612,3039_001.7,1,1.0918,1.0107,1.0324,1.02155,89,449.0,528.0,628.1,628.9,824.0,622.0,411,484,575,576,755,570,500,550,650,650,850,650,49,MAG,MAG,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,2444.12759412303
3613,3040_000.0,1,1.0946,1.0117,1.0095,1.0106,-7753,21740.2,17287.9,18452.8,19055.7,28528.0,29202.6,19861,15794,16858,17409,26062,26679,12000,8000,9100,9700,18500,19000,49,MAG,MAG,0,0,4000,2900,2800,0,0,0,0,0,0,0,0,0,smooth area type change on university ave,,0,,0,1,0,0,0,0,0,0,Utah,467.496344815392
3614,3040_000.2,1,1.0946,1.0117,1.0095,1.0106,6986,3882.5,3835.9,4540.3,4914.0,5729.0,5921.0,3547,3504,4148,4489,5234,5409,10500,10500,11000,11500,12000,12500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Utah,749.112827356148
3615,3040_000.6,1,1.0946,1.0117,1.0095,1.0106,5081,5025.2,5322.2,6083.7,6491.8,6490.5,6188.3,4591,4862,5558,5931,5930,5653,9700,9900,10500,11000,11000,10500,49,MAG,MAG,0,0,0,-500,-500,0,500,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,1111.269013777
3616,3040_001.1,1,1.0924,1.0104,1.0243,1.01735,4837,5282.0,5818.1,6677.9,6958.3,7918.0,8217.6,4835,5326,6113,6370,7248,7523,9700,10000,11000,11000,12000,12500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,2904.64731591509
3617,3040_002.5,1,1.0924,1.0104,1.0243,1.01735,1423,5277.1,5786.8,6567.4,7100.3,8517.4,8751.4,4831,5297,6012,6500,7797,8011,6300,6700,7400,7900,9200,9400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,1680.678392914
3618,3040_003.3,1,1.0946,1.0117,1.0095,1.0106,158,4047.7,4411.7,5176.8,5448.3,6224.1,6555.9,3698,4030,4729,4977,5686,5989,3900,4200,4900,5100,5800,6100,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,2136.33748588864
3619,3041_000.0,1,1.0918,1.0107,1.0324,1.02155,-1659,2357.5,2523.9,2885.4,3300.1,3896.0,4298.6,2159,2312,2643,3023,3568,3937,500,650,1000,1400,1900,2300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,1,0,1,0,0,Utah,3410.74021882469
3620,3042_000.0,1,1.0946,1.0117,1.0095,1.0106,502,9081.0,12678.8,11207.8,12368.5,15214.6,15959.7,8296,11583,10239,11300,13900,14580,8800,12000,10500,12000,14500,15000,49,MAG,MAG,0,0,-1000,1000,500,0,0,0,0,0,0,0,0,0,small shift in 2028 to smooth freedom blvd area type change,,0,,0,0,0,0,0,0,0,0,Utah,589.893919378046
3621,3042_000.3,1,1.0946,1.0117,1.0095,1.0106,275,9329.3,13370.0,12260.3,14277.1,17192.7,17638.2,8523,12215,11201,13043,15707,16114,8800,12500,11500,13500,16000,16500,49,MAG,MAG,0,0,-1000,1000,0,0,0,0,0,0,0,0,0,0,small shift in 2028 to smooth freedom blvd area type change,,0,,0,0,0,0,0,0,0,0,Utah,567.298667732126
3622,3042_000.5,1,1.0946,1.0117,1.0095,1.0106,4874,10350.4,8785.5,11093.2,12096.0,15033.0,15444.9,9456,8026,10134,11051,13734,14110,14500,13000,15000,16000,18500,19000,49,MAG,MAG,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,smooth out area type change in 2023,,0,,0,0,0,0,0,0,0,0,Utah,586.327800425488
3623,3042_000.8,1,1.0946,1.0117,1.0095,1.0106,4474,15065.7,15159.3,17909.6,19448.0,22163.8,22965.3,13764,13849,16362,17767,20248,20981,18000,18500,21000,22000,24500,25500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Utah,395.324979538051
3624,3042_001.0,1,1.0946,1.0117,1.0095,1.0106,2465,17265.0,12711.9,17753.1,19294.3,21132.5,21799.2,15773,11613,16219,17627,19306,19915,18000,14000,18500,20000,22000,22500,49,MAG,MAG,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,smooth area type change,,0,,0,1,0,0,0,0,0,0,Utah,578.282644016668
3625,3042_001.3,1,1.0946,1.0117,1.0095,1.0106,-1459,22221.6,23903.4,29259.0,30564.6,31224.7,31489.8,20301,21838,26730,27923,28526,28768,19000,20500,25500,26500,27000,27500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Utah,383.592720127547
3626,3042_001.5,1,1.0946,1.0117,1.0095,1.0106,-1901,22704.9,24316.6,29879.3,31354.2,32775.4,32999.7,20743,22215,27297,28644,29943,30148,19000,20500,25500,26500,28000,28000,49,MAG,MAG,0,0,20500,25500,26500,27500,27500,0,0,0,0,0,0,0,match to adjacent segment,,0,,0,0,0,0,0,0,0,0,Utah,186.443397532441
