OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length,Shape__Length_2,SEGTYPE,Shape__Length_3,Shape__Length_4,DONOTUSE
740,0190_004.7,1,0.7907,0.7791,0.8387,0.8089,3703,2038.0,2151.0,2268.0,2302.0,2341.0,2418.0,2577,2720,2868,2911,2961,3058,6300,6400,6600,6600,6700,6800,35,WFRC,WFRC,0.0,0,0,0,100,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,14623.1007941711,14623.1035893155,SR,14623.1064973275,14623.109469240497,0
741,0190_011.6,1,0.7907,0.7791,0.8387,0.8089,2310,1227.9,1285.0,1366.6,1408.7,1488.6,1559.0,1553,1625,1728,1782,1883,1972,3900,3900,4000,4100,4200,4300,35,WFRC,WFRC,0.0,0,0,-100,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,8733.07624231218,8733.07804730047,SR,8733.07996188046,8733.081639542894,0
742,0190_015.7,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0.0,0,3900,4000,4000,4200,4300,0,0,0,0,0,0,0,Not in TDM. Set equal to adjacent segment.,,0,,0,0,0,0,0,0,0,0,Salt Lake,680.368738090567,680.3688277055,SR,680.3690763387,680.3692150269319,0
743,0190_015.8,1,0.984,1.0276,1.0316,1.0296,25,422.0,437.0,484.0,490.0,582.0,623.0,429,444,492,498,591,633,450,450,500,500,600,650,35,WFRC,WFRC,0.0,0,50,50,50,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,6513.24345842889,6513.24465485045,SR,6513.24594450783,6513.246996755181,0
744,0190_016.1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,0.0,0,3900,4000,4000,4200,4300,0,0,0,0,0,0,0,Not in TDM. Set equal to adjacent segment.,,0,,0,0,0,0,0,0,0,0,Salt Lake,1645.08656249722,1645.08693986378,SR,1645.08709641512,1645.0876137877626,0
745,0193_000.0,1,1.0924,1.0104,1.0243,1.01735,-3852,7488.3,10197.7,11757.8,17636.8,25232.4,29086.1,6855,9335,10763,16145,23098,26626,3000,5500,6900,12500,19000,23000,11,WFRC,WFRC,0.0,0,4900,4900,5000,5000,5000,0,0,0,1,0,1,0,WDC in 2028. Low observed volumes. Use model volumes.,,0,,0,0,0,1,0,1,0,0,Davis,2141.13924116784,2141.13969586859,SR,2141.14015834271,2141.140620572154,0
746,0193_001.0,1,1.0924,1.0104,1.0243,1.01735,-16821,22968.6,25052.0,23841.1,27812.3,32364.6,33988.1,21026,22933,21825,25460,29627,31113,4200,6100,5000,8600,13000,14500,11,WFRC,WFRC,0.0,0,18000,18200,18200,18500,18000,0,1,0,1,0,1,0,WDC in 2028. Low observed volumes. Use model volumes.,,0,,0,1,0,1,0,1,0,0,Davis,2145.1121785256,2145.11263640038,SR,2145.11309427345,2145.1135539257057,0
747,0193_002.0,1,1.0924,1.0104,1.0243,1.01735,-5423,36059.5,39871.6,35206.6,39348.2,50989.4,55591.2,33009,36499,32229,36020,46676,50889,27500,31000,27000,30500,41500,45500,11,WFRC,WFRC,0.0,0,28900,29000,28700,28500,29000,0,1,0,1,0,1,0,WDC in 2028. Low observed volumes. Use model volumes.,,0,,0,1,0,0,0,0,0,0,Davis,1408.82935719829,1408.82959639541,SR,1408.82977716059,1408.8300409939245,0
748,0193_002.7,1,1.0946,1.0117,1.0095,1.0106,2194,21232.1,24435.9,19944.0,23565.9,33121.6,35561.1,19397,22324,18220,21529,30259,32488,21500,24500,20500,23500,32500,34500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,WDC in 2028,,0,,0,1,0,0,0,0,0,0,Davis,2411.38544171263,2411.38586891728,SR,2411.38640383747,2411.3868200381908,0
749,0193_003.8,1,1.0946,1.0117,1.0095,1.0106,6171,24266.0,25403.8,21934.5,26948.2,38248.0,36859.7,22169,23208,20039,24619,34942,33674,28500,29500,26000,31000,41000,40000,11,WFRC,WFRC,0.0,0,0,0,0,-2000,0,0,1,0,0,0,0,0,WDC in 2028,,0,,0,1,0,0,0,0,0,0,Davis,938.83447099206,938.834689300574,SR,938.834906292556,938.8351244944399,0
750,0193_004.2,1,1.0946,1.0117,1.0095,1.0106,-6286,37901.5,40335.3,36666.6,41285.0,55583.0,61825.7,34626,36849,33498,37717,50779,56482,28500,30500,27000,31500,44500,50000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,WDC in 2028,,0,,0,1,0,0,0,0,0,0,Davis,336.82363957066,336.82366968234,SR,336.823699497644,336.8237306591958,0
751,0193_004.4,1,1.0946,1.0117,1.0095,1.0106,-5601,37152.2,39400.8,38998.1,41038.4,51810.1,59226.1,33941,35996,35628,37492,47332,54108,28500,30500,30000,32000,41500,48500,11,WFRC,WFRC,0.0,0,-500,500,0,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,265.910660686995,265.91068555353,SR,265.910709518257,265.91073024378505,0
752,0193_004.5,1,1.0924,1.0104,1.0243,1.01735,-6079,40137.9,41154.9,43125.8,45296.1,52904.6,59050.0,36743,37674,39478,41465,48430,54055,30500,31500,33500,35500,42500,48000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,1365.34804193321,1365.34843004904,SR,1365.3488202389,1365.3492104350603,0
753,0193_005.2,1,1.0946,1.0117,1.0095,1.0106,6576,30561.7,31745.4,32995.8,34666.2,41338.4,46772.2,27920,29002,30144,31670,37766,42730,34500,35500,36500,38000,44500,49500,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Davis,1768.22615077798,1768.22644256678,SR,1768.2267343414,1768.227026092959,0
754,0193_006.0,1,1.0946,1.0117,1.0095,1.0106,7386,29675.0,29310.5,30485.3,31297.8,36548.4,38903.2,27110,26777,27851,28593,33390,35541,34500,34000,35000,36000,41000,43000,11,WFRC,WFRC,0.0,0,500,0,0,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1496.91286238816,1496.91313824366,SR,1496.91353966117,1496.9139394620943,0
755,0193_006.7,1,1.0924,1.0104,1.0243,1.01735,3421,28627.5,28210.2,29385.2,30413.7,35579.4,37934.5,26206,25824,26900,27841,32570,34726,29500,29000,30500,31500,36000,38000,11,WFRC,WFRC,0.0,0,1000,0,0,0,0,1,1,1,1,1,1,1,Smoothing,,0,,0,0,0,0,0,0,0,0,Davis,1110.03091366639,1110.03114563685,SR,1110.03125658558,1110.0313695674447,0
756,0193_007.2,1,1.0924,1.0104,1.0243,1.01735,12149,19092.5,18057.8,19266.2,20449.6,24578.9,23050.1,17478,16530,17637,18720,22500,21100,29500,28500,30000,31000,34500,33000,11,WFRC,WFRC,0.0,0,0,0,0,0,1500,0,1,0,0,0,0,0,None,,0,,0,1,0,0,0,0,0,0,Davis,1228.71722337174,1228.71748055957,SR,1228.71773978433,1228.7181292290788,0
757,0193_007.8,1,1.0924,1.0104,1.0243,1.01735,2786,29321.4,27950.3,29407.2,30817.8,35259.6,38210.3,26841,25586,26920,28211,32277,34978,29500,28500,29500,31000,35000,38000,11,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,,0,,0,1,0,0,0,0,0,0,Davis,3489.91293157258,3489.91368170743,SR,3489.91434279303,3489.915033187412,0
758,0201_000.0,1,1.1101,1.0116,1.0165,1.01405,-9511,32511.1,34308.5,34763.1,32574.7,40314.1,42114.7,29287,30906,31315,29344,36316,37938,20000,21500,22000,20000,27000,28500,35,WFRC,WFRC,0.0,0,0,0,3000,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,6283.40324144776,6283.40455704179,SR,6283.40574880397,6283.406941402261,0
759,0201_002.8,1,1.1101,1.0116,1.0165,1.01405,-12267,36525.0,38636.9,39769.5,40538.5,48206.0,51681.0,32902,34805,35825,36518,43425,46555,20500,22500,23500,24500,31000,34500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,7285.50357716548,7285.50515761035,SR,7285.50668041037,7285.5082668144405,0
760,0201_006.2,1,1.1101,1.0116,1.0165,1.01405,-8947,36643.0,38805.7,39145.5,39702.1,46358.7,49238.7,33009,34957,35263,35764,41761,44355,24000,26000,26500,27000,33000,35500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2041.31619122643,2041.31664590071,SR,2041.31697131837,2041.3172869853477,0
761,0201_007.2,1,1.1101,1.0116,1.0165,1.01405,-10694,43553.3,45898.4,47865.9,51567.5,61654.8,65667.3,39234,41346,43119,46453,55540,59154,28500,30500,32500,36000,45000,48500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1072.24669738839,1072.24679996763,SR,1072.24715699637,1072.2475066373704,0
762,0201_007.7,1,1.1101,1.0116,1.0165,1.01405,-15314,48682.3,50265.4,52135.3,55134.7,66257.4,73103.0,43854,45280,46965,49666,59686,65853,28500,30000,31500,34500,44500,50500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2123.79726248561,2123.79771863853,SR,2123.7980381199,2123.798357607275,0
763,0201_008.7,1,1.1101,1.0116,1.0165,1.01405,-17589,71477.6,72809.7,78404.9,77613.5,89122.2,98976.7,64388,65588,70629,69916,80283,89160,47000,48000,53000,52500,62500,71500,35,WFRC,WFRC,0.0,0,0,-500,500,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,4086.65601649254,4086.65689923931,SR,4086.65776446008,4086.6586462727423,0
764,0201_010.8,1,1.1101,1.0116,1.0165,1.01405,-9808,97284.6,118648.9,124361.3,128204.9,149001.5,154353.1,87636,106881,112027,115490,134223,139044,78000,97000,102000,106000,124000,129000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,4719.17817808423,4719.17912479843,SR,4719.18006949445,4719.181014450272,0
765,0201_012.8,1,1.1101,1.0116,1.0165,1.01405,-6281,119169.8,132646.6,137260.1,149297.0,183098.1,188205.8,107351,119491,123647,134490,164938,169540,101000,113000,117000,128000,159000,163000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,2060.53487858686,2060.53517872973,SR,2060.535615809,2060.5360521876696,0
766,0201_013.8,1,1.1101,1.0116,1.0165,1.01405,3784,141883.9,153797.7,158360.8,168981.0,200442.9,205294.6,127812,138544,142655,152221,180563,184933,132000,142000,146000,156000,184000,189000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1891.87180934337,1891.87223489966,SR,1891.87265351953,1891.8729379980402,0
767,0201_014.7,1,1.1101,1.0116,1.0165,1.01405,-9072,129365.3,132653.7,133777.6,139890.1,155592.2,157942.7,116535,119497,120510,126016,140161,142278,107000,110000,111000,117000,131000,133000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,1358.13734560157,1358.13775303357,SR,1358.13789963845,1358.1381752769364,0
768,0201_015.3,1,1.1101,1.0116,1.0165,1.01405,-23453,146220.1,148595.6,149344.9,154675.5,167892.0,170856.8,131718,133858,134533,139335,151240,153911,108000,110000,111000,116000,128000,130000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,3878.99263079292,3878.99336631718,SR,3878.99409932982,3878.9949648760526,0
769,0201_016.7,1,1.0946,1.0117,1.0095,1.0106,127,12089.1,12287.1,12507.3,14897.6,15253.2,15819.1,11044,11225,11426,13610,13935,14452,11000,11500,11500,13500,14000,14500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,591.279626345367,591.279680912756,SR,591.279733523413,591.279919236816,0
770,0201_017.0,1,1.0946,1.0117,1.0095,1.0106,-7589,20534.6,20551.3,20485.3,24106.2,24881.7,25265.6,18760,18775,18715,22023,22731,23082,11000,11000,11000,14500,15000,15500,35,WFRC,WFRC,0.0,0,500,500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,,0,0,0,0,0,0,0,0,Salt Lake,816.065760521945,816.065974902366,SR,816.066178100427,816.0663785854698,0
771,0201_017.3,1,1.0946,1.0117,1.0095,1.0106,-19754,33850.9,34953.8,36403.9,36010.8,36598.6,37956.8,30925,31933,33258,32899,33436,34676,11000,12000,13500,13000,13500,15000,35,WFRC,WFRC,0.0,0,0,0,500,0,0,0,0,0,1,0,0,0,smoothing,,0,,0,0,0,1,0,0,0,0,Salt Lake,496.557440974353,496.557484888342,SR,496.557531229668,496.55757513812307,0
772,0201_017.5,1,1.0946,1.0117,1.0095,1.0106,-441,28466.8,29449.3,31260.4,31744.5,32489.6,33630.7,26007,26904,28559,29001,29682,30724,25500,26500,28000,28500,29000,30500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,637.588582239608,637.588770444144,SR,637.588958656975,637.5891468633673,0
773,0201_017.8,1,1.0946,1.0117,1.0095,1.0106,1423,26426.4,27072.1,28945.0,29359.5,29940.8,31081.4,24143,24732,26443,26822,27353,28395,25500,26000,28000,28000,29000,30000,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,322.305845935166,322.305874449347,SR,322.305904872334,322.30593450296976,0
774,0201_018.0,1,1.0946,1.0117,1.0095,1.0106,2947,24759.1,25885.4,27830.0,28171.7,28700.2,30057.6,22619,23648,25425,25737,26220,27460,25500,26500,28500,28500,29000,30500,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,,0,0,0,0,0,0,0,0,Salt Lake,320.078128889906,320.078157220241,SR,320.07819033621,320.0782186627745,0
775,0202_000.0,1,0.984,1.0276,1.0316,1.0296,595,284.3,397.2,1060.1,2232.9,3664.1,5525.8,289,404,1077,2269,3724,5616,900,1000,1700,2900,4300,6200,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,"none, large relative increase but overall low volumes",,0,,0,0,0,0,0,1,0,0,Salt Lake,3213.52231474466,3213.52286346841,SR,3213.5236030647,3213.5242736200075,0
776,0202_001.5,1,0.984,1.0276,1.0316,1.0296,0,0.0,87.3,621.9,1024.0,2258.2,4004.9,0,89,632,1041,2295,4070,0,90,650,1000,2300,4100,35,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,"none, large relative increase but overall low volumes",,0,,0,0,0,0,0,1,0,0,Salt Lake,13307.4003487927,13307.4029684388,SR,13307.4054950559,13307.408045060545,0
777,0203_000.0,1,1.0924,1.0104,1.0243,1.01735,7804,29024.5,32217.7,32979.5,33472.4,41913.7,42949.7,26569,29493,30190,30641,38368,39317,34500,37500,38000,38500,46000,47000,57,WFRC,WFRC,0.0,0,0,0,500,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,913.876247140566,913.876463953378,SR,913.876613122601,913.876817871839,0
778,0203_000.5,1,1.0924,1.0104,1.0243,1.01735,1344,32205.2,35422.5,36283.3,35457.2,42911.9,43621.0,29481,32426,33214,32458,39282,39931,31000,34000,34500,34000,40500,41500,57,WFRC,WFRC,0.0,0,0,0,1500,0,0,0,0,0,0,0,0,0,Smoothing,,0,,0,0,0,0,0,0,0,0,Weber,2408.32871226155,2408.32919029172,SR,2408.32966539065,2408.330124616849,0
779,0203_001.6,1,1.0924,1.0104,1.0243,1.01735,-4933,39061.8,42229.5,43328.9,42561.4,47842.6,47632.3,35758,38658,39664,38961,43796,43603,31000,33500,34500,34000,39000,38500,57,WFRC,WFRC,0.0,0,0,0,1500,0,-500,0,1,0,0,0,0,0,New connectivity in 2050,,0,,0,1,0,0,0,0,0,0,Weber,527.646889016273,527.647069578415,SR,527.647250147951,527.6474307147703,0
780,0203_001.8,1,1.0946,1.0117,1.0095,1.0106,-4352,38504.6,41476.4,42628.2,42316.3,47920.5,46839.3,35177,37892,38944,38659,43779,42791,31000,33500,34500,34500,39500,38500,57,WFRC,WFRC,0.0,0,-500,-500,500,0,0,0,1,0,0,0,0,0,New connectivity in 2050,,0,,0,1,0,0,0,0,0,0,Weber,990.052525666261,990.052615948587,SR,990.052706579557,990.052796463388,0
781,0203_002.3,1,1.0946,1.0117,1.0095,1.0106,4563,37660.4,40384.9,41829.5,42668.2,47428.4,49248.5,34406,36895,38214,38981,43329,44992,39000,41500,43000,43500,48000,49500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,1670.67346525045,1670.67388168518,SR,1670.67430544702,1670.6747277897434,0
782,0203_003.1,1,1.0924,1.0104,1.0243,1.01735,-3691,38635.8,40947.7,42362.0,43658.8,47781.1,49952.8,35368,37484,38779,39966,43740,45728,31500,34000,35000,36500,40000,42000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,1816.87058957947,1816.87101996317,SR,1816.87144987728,1816.8718798034276,0
783,0203_003.9,1,1.0924,1.0104,1.0243,1.01735,-2632,39778.3,41744.3,43136.0,44310.9,47510.5,49534.1,36414,38213,39487,40563,43492,45344,34000,35500,37000,38000,41000,42500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,616.590081669167,616.590140948482,SR,616.590200246774,616.5902595398073,0
784,0203_004.2,1,1.0924,1.0104,1.0243,1.01735,-200,37121.6,39018.7,40596.6,41390.8,44313.8,46390.9,33982,35718,37163,37890,40566,42467,34000,35500,37000,37500,40500,42500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,620.617058409494,620.61711202701,SR,620.617169152529,620.6173582979295,0
785,0203_004.5,1,1.0924,1.0104,1.0243,1.01735,147,36742.7,38548.2,40129.8,40913.6,44132.2,45980.6,33635,35288,36735,37453,40399,42091,34000,35500,37000,37500,40500,42000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,620.892920154678,620.893109316435,SR,620.893298475412,620.8933543947851,0
786,0203_004.8,1,1.0924,1.0104,1.0243,1.01735,-1012,32998.9,34883.8,36224.9,37034.9,40504.3,42774.9,30208,31933,33161,33902,37078,39157,29000,31000,32000,33000,36000,38000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,618.665704336249,618.665893330081,SR,618.666082313716,618.6662713019218,0
787,0203_005.1,1,1.0924,1.0104,1.0243,1.01735,-2713,34856.9,36883.8,38297.8,39323.7,42850.8,45197.5,31909,33764,35058,35998,39226,41374,29000,31000,32500,33500,36500,38500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,620.708782993971,620.708838924434,SR,620.708894779809,620.7089507090054,0
788,0203_005.4,1,1.0924,1.0104,1.0243,1.01735,-3831,29141.4,31259.5,32681.6,33578.0,37357.2,39328.9,26676,28615,29917,30738,34197,36002,23000,25000,26000,27000,30500,32000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,1674.88800478046,1674.88830890316,SR,1674.88861922782,1674.8889307260754,0
789,0204_000.0,1,1.0946,1.0117,1.0095,1.0106,4068,13925.7,14549.3,15247.6,16001.2,17222.4,18213.5,12722,13292,13930,14618,15734,16639,17000,17500,18000,18500,20000,20500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,326.252461376257,326.252552633012,SR,326.252581924148,326.25261121772905,0
790,0204_000.1,1,1.0946,1.0117,1.0095,1.0106,-3182,21861.2,22969.0,24013.3,25172.1,26954.3,28503.4,19972,20984,21938,22997,24625,26040,17000,18000,19000,20000,21500,23000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,474.829160119395,474.829335970545,SR,474.829511825464,474.8295544748618,0
791,0204_000.4,1,1.0946,1.0117,1.0095,1.0106,8744,29796.4,30876.2,32385.2,33700.7,35816.0,37659.5,27221,28208,29586,30788,32721,34405,36000,37000,38500,39500,41500,43000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,,0,0,0,0,0,0,0,0,Weber,1527.90270481179,1527.9029753297,SR,1527.90324585946,1527.9036518532923,0
792,0204_001.1,1,1.0946,1.0117,1.0095,1.0106,-5506,32930.0,33468.8,34692.2,36133.1,35159.9,36626.4,30084,30576,31694,33010,32121,33461,24500,25000,26000,27500,26500,28000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,309.975506704342,309.975539662723,SR,309.975701389834,309.9757296670867,0
793,0204_001.2,1,1.0946,1.0117,1.0095,1.0106,-10246,38118.2,38046.3,39482.7,39730.0,35868.7,37690.2,34824,34758,36070,36296,32769,34433,24500,24500,26000,26000,22500,24000,57,WFRC,WFRC,0.0,0,1000,500,500,500,500,0,1,0,0,1,0,0,New connectivity in 2042,,0,,0,1,0,0,1,0,0,0,Weber,615.312240994678,615.312429363424,SR,615.312484707407,615.3126780873251,0
794,0204_001.5,1,1.0946,1.0117,1.0095,1.0106,-10070,37926.2,37920.6,39474.1,39766.6,36052.0,38124.3,34648,34643,36063,36330,32936,34829,24500,24500,26000,26500,23000,25000,57,WFRC,WFRC,0.0,0,500,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,620.859810134048,620.859871009326,SR,620.859926841689,620.8599799330159,0
795,0204_001.8,1,1.0946,1.0117,1.0095,1.0106,-8548,36259.2,36623.8,38074.9,38731.7,33389.7,35700.6,33126,33459,34784,35384,30504,32615,24500,25000,26000,27000,22000,24000,57,WFRC,WFRC,0.0,0,500,500,500,500,500,0,1,0,0,1,0,0,New connectivity in 2042,,0,,0,1,0,0,1,0,0,0,Weber,618.929055354696,618.929244259029,SR,618.929433189486,618.9296221159836,0
796,0204_002.1,1,1.0946,1.0117,1.0095,1.0106,-5515,34392.9,35082.0,36142.2,37248.4,34960.0,37343.6,31421,32050,33019,34029,31939,34116,26000,26500,27500,28500,26500,28500,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,620.71437187901,620.714427728997,SR,620.714483576204,620.714672686079,0
797,0204_002.4,1,1.0946,1.0117,1.0095,1.0106,-4420,33194.7,34021.4,35157.6,36227.2,33496.6,35724.9,30326,31081,32119,33096,30602,32637,26000,26500,27500,28500,26000,28000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,308.409254027021,308.409281784634,SR,308.40944275806,308.4094705203398,0
798,0204_002.5,1,1.0946,1.0117,1.0095,1.0106,-4443,33219.8,34097.0,35256.5,36142.4,34386.6,36627.4,30349,31150,32209,33019,31415,33462,26000,26500,28000,28500,27000,29000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,306.641931218377,306.642097720716,SR,306.642130912116,306.64215850872927,0
799,0204_002.7,1,1.0946,1.0117,1.0095,1.0106,-2641,31911.2,33067.1,34441.8,35586.5,33688.9,35875.0,29153,30209,31465,32511,30777,32775,26500,27500,29000,30000,28000,30000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,849.521527080798,849.521598149563,SR,849.521674204752,849.5217511815456,0
800,0204_003.1,1,1.0946,1.0117,1.0095,1.0106,-2000,31208.7,32372.9,33876.7,35094.6,33847.7,35850.2,28512,29575,30949,32062,30922,32752,26500,27500,29000,30000,29000,31000,57,WFRC,WFRC,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,1081.88872152743,1081.88909049975,SR,1081.88946054776,1081.8896948238764,0
801,0204_003.6,1,1.0946,1.0117,1.0095,1.0106,4941,31755.2,32173.5,33459.7,34085.2,33339.1,35317.5,29011,29393,30568,31139,30458,32265,34000,34500,35500,36000,35500,37000,57,WFRC,WFRC,0.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,1119.26229799263,1119.26239879062,SR,1119.26249962938,1119.2627337561726,0
802,0204_004.1,1,1.0946,1.0117,1.0095,1.0106,6352,30211.0,30625.5,32139.0,32594.2,31388.3,33137.7,27600,27979,29361,29777,28676,30274,34000,34500,35500,36000,35000,36500,57,WFRC,WFRC,0.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,New connectivity in 2042,,0,,0,1,0,0,0,0,0,0,Weber,1105.72316282153,1105.72339571327,SR,1105.72376657053,1105.723999404274,0
803,0204_004.6,1,1.0924,1.0104,1.0243,1.01735,-5658,31088.1,31635.8,33192.6,31935.5,33028.2,35220.2,28459,28960,30385,29234,30235,32241,23000,23500,24500,23500,24500,26500,57,WFRC,WFRC,0.0,0,1000,0,0,0,0,0,1,0,0,0,0,0,Smoothing,,0,,0,1,0,0,0,0,0,0,Weber,1108.21376525296,1108.21399832768,SR,1108.21409826372,1108.2143353043932,0
