SEGID,YEAR,FORECAST,SOURCE
2240_000.0,2050,16500,Segments_WF - 2023-08-01.shp
2240_000.2,2050,16500,Segments_WF - 2023-08-01.shp
2240_001.0,2050,31500,Segments_WF - 2023-08-01.shp
2240_001.4,2050,31500,Segments_WF - 2023-08-01.shp
2240_001.8,2050,32500,Segments_WF - 2023-08-01.shp
2240_002.0,2050,36500,Segments_WF - 2023-08-01.shp
2240_002.3,2050,36000,Segments_WF - 2023-08-01.shp
2240_002.5,2050,15000,Segments_WF - 2023-08-01.shp
2240_003.0,2050,35500,Segments_WF - 2023-08-01.shp
2242_000.0,2050,6400,Segments_WF - 2023-08-01.shp
2244_000.0,2050,750,Segments_WF - 2023-08-01.shp
2244_000.7,2050,800,Segments_WF - 2023-08-01.shp
2245_000.0,2050,1900,Segments_WF - 2023-08-01.shp
2245_000.7,2050,1900,Segments_WF - 2023-08-01.shp
2245_001.0,2050,1900,Segments_WF - 2023-08-01.shp
2246_000.0,2050,16500,Segments_WF - 2023-08-01.shp
2246_001.0,2050,11000,Segments_WF - 2023-08-01.shp
2246_001.5,2050,7000,Segments_WF - 2023-08-01.shp
2246_002.0,2050,16500,Segments_WF - 2023-08-01.shp
2246_002.3,2050,19500,Segments_WF - 2023-08-01.shp
2246_002.5,2050,18000,Segments_WF - 2023-08-01.shp
2246_003.0,2050,20000,Segments_WF - 2023-08-01.shp
2246_003.5,2050,14500,Segments_WF - 2023-08-01.shp
2246_004.0,2050,16000,Segments_WF - 2023-08-01.shp
2246_004.5,2050,2700,Segments_WF - 2023-08-01.shp
2247_001.5,2050,3000,Segments_WF - 2023-08-01.shp
2250_000.0,2050,4800,Segments_WF - 2023-08-01.shp
2250_001.2,2050,6900,Segments_WF - 2023-08-01.shp
2250_002.9,2050,9800,Segments_WF - 2023-08-01.shp
2250_004.4,2050,9400,Segments_WF - 2023-08-01.shp
2250_004.6,2050,19500,Segments_WF - 2023-08-01.shp
2250_005.8,2050,12500,Segments_WF - 2023-08-01.shp
2250_005.9,2050,11000,Segments_WF - 2023-08-01.shp
2250_006.3,2050,10000,Segments_WF - 2023-08-01.shp
2250_006.6,2050,10000,Segments_WF - 2023-08-01.shp
2254_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2254_001.0,2050,17000,Segments_WF - 2023-08-01.shp
2254_002.2,2050,15500,Segments_WF - 2023-08-01.shp
2254_002.5,2050,16500,Segments_WF - 2023-08-01.shp
2254_003.1,2050,17500,Segments_WF - 2023-08-01.shp
2254_003.4,2050,17000,Segments_WF - 2023-08-01.shp
2254_003.5,2050,16500,Segments_WF - 2023-08-01.shp
2254_003.7,2050,14500,Segments_WF - 2023-08-01.shp
2254_004.0,2050,14500,Segments_WF - 2023-08-01.shp
2254_004.3,2050,15500,Segments_WF - 2023-08-01.shp
2254_004.6,2050,15000,Segments_WF - 2023-08-01.shp
2254_004.9,2050,10500,Segments_WF - 2023-08-01.shp
2254_005.2,2050,10500,Segments_WF - 2023-08-01.shp
2254_005.5,2050,9400,Segments_WF - 2023-08-01.shp
2254_005.8,2050,6500,Segments_WF - 2023-08-01.shp
2254_006.4,2050,6600,Segments_WF - 2023-08-01.shp
2254_006.7,2050,6100,Segments_WF - 2023-08-01.shp
2254_007.0,2050,3900,Segments_WF - 2023-08-01.shp
2258_000.0,2050,17000,Segments_WF - 2023-08-01.shp
2258_001.7,2050,21000,Segments_WF - 2023-08-01.shp
2258_001.8,2050,17500,Segments_WF - 2023-08-01.shp
2258_002.4,2050,13000,Segments_WF - 2023-08-01.shp
2258_002.8,2050,19000,Segments_WF - 2023-08-01.shp
2258_003.5,2050,18500,Segments_WF - 2023-08-01.shp
2258_003.6,2050,25000,Segments_WF - 2023-08-01.shp
2258_004.2,2050,22000,Segments_WF - 2023-08-01.shp
2258_004.5,2050,17000,Segments_WF - 2023-08-01.shp
2258_005.0,2050,11000,Segments_WF - 2023-08-01.shp
2258_005.3,2050,10500,Segments_WF - 2023-08-01.shp
2258_005.7,2050,14500,Segments_WF - 2023-08-01.shp
2262_000.0,2050,10000,Segments_WF - 2023-08-01.shp
2262_000.3,2050,10000,Segments_WF - 2023-08-01.shp
2262_000.4,2050,10500,Segments_WF - 2023-08-01.shp
2262_000.6,2050,7200,Segments_WF - 2023-08-01.shp
2262_000.9,2050,7800,Segments_WF - 2023-08-01.shp
2262_001.2,2050,11000,Segments_WF - 2023-08-01.shp
2262_001.5,2050,12500,Segments_WF - 2023-08-01.shp
2262_001.8,2050,9600,Segments_WF - 2023-08-01.shp
2262_002.3,2050,9500,Segments_WF - 2023-08-01.shp
2262_002.4,2050,14000,Segments_WF - 2023-08-01.shp
2262_002.9,2050,8400,Segments_WF - 2023-08-01.shp
2262_003.4,2050,3100,Segments_WF - 2023-08-01.shp
2264_000.0,2050,8700,Segments_WF - 2023-08-01.shp
2264_000.9,2050,18000,Segments_WF - 2023-08-01.shp
2264_001.8,2050,15000,Segments_WF - 2023-08-01.shp
2264_002.6,2050,4700,Segments_WF - 2023-08-01.shp
2264_003.2,2050,5600,Segments_WF - 2023-08-01.shp
2264_003.8,2050,4200,Segments_WF - 2023-08-01.shp
2264_004.3,2050,5000,Segments_WF - 2023-08-01.shp
2264_004.5,2050,4900,Segments_WF - 2023-08-01.shp
2264_004.8,2050,4800,Segments_WF - 2023-08-01.shp
2264_004.9,2050,5300,Segments_WF - 2023-08-01.shp
2264_005.1,2050,5900,Segments_WF - 2023-08-01.shp
2264_005.2,2050,5900,Segments_WF - 2023-08-01.shp
2264_005.4,2050,5100,Segments_WF - 2023-08-01.shp
2264_005.5,2050,4900,Segments_WF - 2023-08-01.shp
2266_000.0,2050,23500,Segments_WF - 2023-08-01.shp
2266_000.6,2050,22000,Segments_WF - 2023-08-01.shp
2266_001.8,2050,25000,Segments_WF - 2023-08-01.shp
2266_002.4,2050,21500,Segments_WF - 2023-08-01.shp
2266_003.3,2050,25000,Segments_WF - 2023-08-01.shp
2266_004.3,2050,22000,Segments_WF - 2023-08-01.shp
2266_005.0,2050,14500,Segments_WF - 2023-08-01.shp
2266_005.2,2050,14000,Segments_WF - 2023-08-01.shp
2266_006.1,2050,17000,Segments_WF - 2023-08-01.shp
2266_006.7,2050,11000,Segments_WF - 2023-08-01.shp
2266_007.2,2050,5700,Segments_WF - 2023-08-01.shp
2266_007.8,2050,650,Segments_WF - 2023-08-01.shp
2266_007.9,2050,650,Segments_WF - 2023-08-01.shp
2266_008.4,2050,3100,Segments_WF - 2023-08-01.shp
2266_009.0,2050,3100,Segments_WF - 2023-08-01.shp
2269_000.0,2050,7800,Segments_WF - 2023-08-01.shp
2270_000.0,2050,23000,Segments_WF - 2023-08-01.shp
2270_000.3,2050,23500,Segments_WF - 2023-08-01.shp
2270_000.6,2050,21500,Segments_WF - 2023-08-01.shp
2270_000.9,2050,26000,Segments_WF - 2023-08-01.shp
2270_001.2,2050,30500,Segments_WF - 2023-08-01.shp
2270_001.5,2050,25500,Segments_WF - 2023-08-01.shp
2270_001.8,2050,11500,Segments_WF - 2023-08-01.shp
2270_002.1,2050,13500,Segments_WF - 2023-08-01.shp
2270_002.4,2050,23000,Segments_WF - 2023-08-01.shp
2270_002.7,2050,21500,Segments_WF - 2023-08-01.shp
2270_003.0,2050,17500,Segments_WF - 2023-08-01.shp
2270_003.3,2050,13000,Segments_WF - 2023-08-01.shp
2272_000.0,2050,6900,Segments_WF - 2023-08-01.shp
2272_000.7,2050,6700,Segments_WF - 2023-08-01.shp
2272_000.9,2050,2600,Segments_WF - 2023-08-01.shp
2274_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2274_000.6,2050,10500,Segments_WF - 2023-08-01.shp
2274_000.9,2050,500,Segments_WF - 2023-08-01.shp
2276_000.0,2050,5800,Segments_WF - 2023-08-01.shp
2280_000.0,2050,14500,Segments_WF - 2023-08-01.shp
2282_000.0,2050,8200,Segments_WF - 2023-08-01.shp
2282_000.5,2050,8300,Segments_WF - 2023-08-01.shp
2282_001.1,2050,8400,Segments_WF - 2023-08-01.shp
2284_000.0,2050,4800,Segments_WF - 2023-08-01.shp
2284_000.5,2050,5300,Segments_WF - 2023-08-01.shp
2284_001.1,2050,5600,Segments_WF - 2023-08-01.shp
2289_000.0,2050,18000,Segments_WF - 2023-08-01.shp
2289_001.8,2050,30500,Segments_WF - 2023-08-01.shp
2290_000.0,2050,18500,Segments_WF - 2023-08-01.shp
2290_001.0,2050,18000,Segments_WF - 2023-08-01.shp
2290_001.9,2050,26000,Segments_WF - 2023-08-01.shp
2290_002.2,2050,22000,Segments_WF - 2023-08-01.shp
2290_002.8,2050,21500,Segments_WF - 2023-08-01.shp
2290_003.6,2050,27500,Segments_WF - 2023-08-01.shp
2290_004.0,2050,21000,Segments_WF - 2023-08-01.shp
2290_004.6,2050,12000,Segments_WF - 2023-08-01.shp
2290_005.7,2050,20500,Segments_WF - 2023-08-01.shp
2290_006.4,2050,25000,Segments_WF - 2023-08-01.shp
2290_006.6,2050,24000,Segments_WF - 2023-08-01.shp
2290_006.9,2050,24500,Segments_WF - 2023-08-01.shp
2290_007.1,2050,24500,Segments_WF - 2023-08-01.shp
2290_007.2,2050,19500,Segments_WF - 2023-08-01.shp
2290_007.5,2050,19500,Segments_WF - 2023-08-01.shp
2290_007.8,2050,18000,Segments_WF - 2023-08-01.shp
2290_008.1,2050,12500,Segments_WF - 2023-08-01.shp
2290_008.4,2050,13000,Segments_WF - 2023-08-01.shp
2290_008.7,2050,10500,Segments_WF - 2023-08-01.shp
2290_009.0,2050,12500,Segments_WF - 2023-08-01.shp
2290_009.3,2050,9000,Segments_WF - 2023-08-01.shp
2290_009.9,2050,7500,Segments_WF - 2023-08-01.shp
2290_010.2,2050,8900,Segments_WF - 2023-08-01.shp
2292_000.0,2050,6600,Segments_WF - 2023-08-01.shp
2292_001.1,2050,11000,Segments_WF - 2023-08-01.shp
2292_002.3,2050,16500,Segments_WF - 2023-08-01.shp
2292_002.7,2050,17500,Segments_WF - 2023-08-01.shp
2292_003.0,2050,18500,Segments_WF - 2023-08-01.shp
2292_003.2,2050,23500,Segments_WF - 2023-08-01.shp
2292_003.5,2050,30000,Segments_WF - 2023-08-01.shp
2292_003.6,2050,31000,Segments_WF - 2023-08-01.shp
2292_003.8,2050,24500,Segments_WF - 2023-08-01.shp
2292_004.1,2050,25000,Segments_WF - 2023-08-01.shp
2292_004.4,2050,21500,Segments_WF - 2023-08-01.shp
2292_004.7,2050,18500,Segments_WF - 2023-08-01.shp
2292_005.0,2050,19500,Segments_WF - 2023-08-01.shp
2292_005.6,2050,17500,Segments_WF - 2023-08-01.shp
2292_006.0,2050,19000,Segments_WF - 2023-08-01.shp
2292_006.5,2050,22500,Segments_WF - 2023-08-01.shp
2292_006.8,2050,4700,Segments_WF - 2023-08-01.shp
2292_007.8,2050,5100,Segments_WF - 2023-08-01.shp
2293_000.0,2050,10500,Segments_WF - 2023-08-01.shp
2293_000.6,2050,11000,Segments_WF - 2023-08-01.shp
2296_000.0,2050,9300,Segments_WF - 2023-08-01.shp
2300_000.0,2050,18000,Segments_WF - 2023-08-01.shp
2300_000.3,2050,10500,Segments_WF - 2023-08-01.shp
2302_000.0,2050,17500,Segments_WF - 2023-08-01.shp
2305_000.0,2050,13000,Segments_WF - 2023-08-01.shp
2305_000.3,2050,13000,Segments_WF - 2023-08-01.shp
2305_000.9,2050,15000,Segments_WF - 2023-08-01.shp
2306_000.0,2050,19000,Segments_WF - 2023-08-01.shp
2306_000.1,2050,21000,Segments_WF - 2023-08-01.shp
2306_000.3,2050,16000,Segments_WF - 2023-08-01.shp
2306_000.6,2050,15500,Segments_WF - 2023-08-01.shp
2306_000.9,2050,13500,Segments_WF - 2023-08-01.shp
2306_001.2,2050,12000,Segments_WF - 2023-08-01.shp
2306_001.5,2050,11500,Segments_WF - 2023-08-01.shp
2306_001.8,2050,11500,Segments_WF - 2023-08-01.shp
2306_002.1,2050,6700,Segments_WF - 2023-08-01.shp
2306_002.5,2050,6400,Segments_WF - 2023-08-01.shp
2308_000.0,2050,20000,Segments_WF - 2023-08-01.shp
2308_000.1,2050,19500,Segments_WF - 2023-08-01.shp
2308_000.3,2050,19000,Segments_WF - 2023-08-01.shp
2308_000.4,2050,19500,Segments_WF - 2023-08-01.shp
2308_000.6,2050,8400,Segments_WF - 2023-08-01.shp
2308_000.7,2050,8000,Segments_WF - 2023-08-01.shp
2316_000.0,2050,24500,Segments_WF - 2023-08-01.shp
2316_000.1,2050,24500,Segments_WF - 2023-08-01.shp
2316_000.3,2050,24000,Segments_WF - 2023-08-01.shp
2316_000.6,2050,19000,Segments_WF - 2023-08-01.shp
2316_000.9,2050,16000,Segments_WF - 2023-08-01.shp
2316_001.2,2050,20000,Segments_WF - 2023-08-01.shp
2316_001.5,2050,20000,Segments_WF - 2023-08-01.shp
2316_001.6,2050,20000,Segments_WF - 2023-08-01.shp
2317_000.0,2050,8100,Segments_WF - 2023-08-01.shp
2322_000.0,2050,3900,Segments_WF - 2023-08-01.shp
2322_000.7,2050,7000,Segments_WF - 2023-08-01.shp
2322_001.8,2050,4500,Segments_WF - 2023-08-01.shp
2322_002.3,2050,4700,Segments_WF - 2023-08-01.shp
2322_002.6,2050,4500,Segments_WF - 2023-08-01.shp
2322_002.7,2050,15500,Segments_WF - 2023-08-01.shp
2322_002.9,2050,15500,Segments_WF - 2023-08-01.shp
2322_003.0,2050,21500,Segments_WF - 2023-08-01.shp
2322_003.2,2050,22500,Segments_WF - 2023-08-01.shp
2322_003.3,2050,13000,Segments_WF - 2023-08-01.shp
2322_003.5,2050,13500,Segments_WF - 2023-08-01.shp
2322_003.6,2050,13500,Segments_WF - 2023-08-01.shp
2322_003.9,2050,14500,Segments_WF - 2023-08-01.shp
2322_004.2,2050,11000,Segments_WF - 2023-08-01.shp
2324_000.0,2050,31000,Segments_WF - 2023-08-01.shp
2324_000.1,2050,30500,Segments_WF - 2023-08-01.shp
2324_000.3,2050,30500,Segments_WF - 2023-08-01.shp
2324_000.4,2050,31000,Segments_WF - 2023-08-01.shp
2324_000.6,2050,29500,Segments_WF - 2023-08-01.shp
2326_000.0,2050,16500,Segments_WF - 2023-08-01.shp
2326_000.1,2050,16500,Segments_WF - 2023-08-01.shp
2326_000.3,2050,12000,Segments_WF - 2023-08-01.shp
2326_000.4,2050,12000,Segments_WF - 2023-08-01.shp
2326_000.6,2050,11500,Segments_WF - 2023-08-01.shp
2326_000.9,2050,14500,Segments_WF - 2023-08-01.shp
2326_001.2,2050,17500,Segments_WF - 2023-08-01.shp
2326_001.5,2050,8000,Segments_WF - 2023-08-01.shp
2326_002.1,2050,20500,Segments_WF - 2023-08-01.shp
2326_002.2,2050,23000,Segments_WF - 2023-08-01.shp
2328_000.0,2050,3900,Segments_WF - 2023-08-01.shp
2328_000.1,2050,12500,Segments_WF - 2023-08-01.shp
2328_000.3,2050,13000,Segments_WF - 2023-08-01.shp
2328_000.4,2050,15000,Segments_WF - 2023-08-01.shp
2328_000.6,2050,15500,Segments_WF - 2023-08-01.shp
2328_000.7,2050,28000,Segments_WF - 2023-08-01.shp
2328_000.9,2050,28000,Segments_WF - 2023-08-01.shp
2328_001.1,2050,27500,Segments_WF - 2023-08-01.shp
2328_001.3,2050,30500,Segments_WF - 2023-08-01.shp
2328_001.6,2050,21500,Segments_WF - 2023-08-01.shp
2328_001.9,2050,17500,Segments_WF - 2023-08-01.shp
2328_002.5,2050,12000,Segments_WF - 2023-08-01.shp
2330_000.0,2050,25500,Segments_WF - 2023-08-01.shp
2330_000.3,2050,21500,Segments_WF - 2023-08-01.shp
2330_001.0,2050,26500,Segments_WF - 2023-08-01.shp
2330_002.2,2050,36000,Segments_WF - 2023-08-01.shp
2330_002.7,2050,37000,Segments_WF - 2023-08-01.shp
2330_003.0,2050,33500,Segments_WF - 2023-08-01.shp
2330_003.1,2050,36000,Segments_WF - 2023-08-01.shp
2330_003.3,2050,34500,Segments_WF - 2023-08-01.shp
2330_003.4,2050,33500,Segments_WF - 2023-08-01.shp
2330_003.6,2050,36500,Segments_WF - 2023-08-01.shp
2330_003.7,2050,14000,Segments_WF - 2023-08-01.shp
2330_003.8,2050,4900,Segments_WF - 2023-08-01.shp
2330_004.0,2050,7400,Segments_WF - 2023-08-01.shp
2330_004.3,2050,3100,Segments_WF - 2023-08-01.shp
2330_004.6,2050,3000,Segments_WF - 2023-08-01.shp
2330_004.9,2050,4900,Segments_WF - 2023-08-01.shp
2332_000.0,2050,2300,Segments_WF - 2023-08-01.shp
2332_000.4,2050,2100,Segments_WF - 2023-08-01.shp
2336_000.0,2050,5000,Segments_WF - 2023-08-01.shp
2336_000.4,2050,4000,Segments_WF - 2023-08-01.shp
2338_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2338_001.4,2050,9400,Segments_WF - 2023-08-01.shp
2338_001.9,2050,3600,Segments_WF - 2023-08-01.shp
2340_000.0,2050,3900,Segments_WF - 2023-08-01.shp
2340_000.2,2050,3700,Segments_WF - 2023-08-01.shp
2340_000.5,2050,4400,Segments_WF - 2023-08-01.shp
2340_001.6,2050,9400,Segments_WF - 2023-08-01.shp
2340_002.0,2050,9700,Segments_WF - 2023-08-01.shp
2340_002.1,2050,9500,Segments_WF - 2023-08-01.shp
2342_000.0,2050,14000,Segments_WF - 2023-08-01.shp
2344_000.0,2050,3100,Segments_WF - 2023-08-01.shp
2344_000.2,2050,7000,Segments_WF - 2023-08-01.shp
2344_000.6,2050,3300,Segments_WF - 2023-08-01.shp
2346_000.0,2050,7000,Segments_WF - 2023-08-01.shp
2346_000.2,2050,6900,Segments_WF - 2023-08-01.shp
2346_000.6,2050,4300,Segments_WF - 2023-08-01.shp
2350_000.0,2050,13500,Segments_WF - 2023-08-01.shp
2350_000.1,2050,13000,Segments_WF - 2023-08-01.shp
2350_000.3,2050,13500,Segments_WF - 2023-08-01.shp
2350_000.4,2050,14000,Segments_WF - 2023-08-01.shp
2350_000.6,2050,15500,Segments_WF - 2023-08-01.shp
2350_000.9,2050,15500,Segments_WF - 2023-08-01.shp
2354_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2354_001.0,2050,17500,Segments_WF - 2023-08-01.shp
2354_001.2,2050,23000,Segments_WF - 2023-08-01.shp
2354_001.7,2050,24000,Segments_WF - 2023-08-01.shp
2354_002.5,2050,23500,Segments_WF - 2023-08-01.shp
2355_000.0,2050,4700,Segments_WF - 2023-08-01.shp
2356_000.0,2050,44500,Segments_WF - 2023-08-01.shp
2356_000.1,2050,43500,Segments_WF - 2023-08-01.shp
2356_000.3,2050,32500,Segments_WF - 2023-08-01.shp
2356_000.4,2050,31500,Segments_WF - 2023-08-01.shp
2358_000.0,2050,10500,Segments_WF - 2023-08-01.shp
2361_000.0,2050,17500,Segments_WF - 2023-08-01.shp
2361_000.3,2050,18000,Segments_WF - 2023-08-01.shp
2361_000.4,2050,12500,Segments_WF - 2023-08-01.shp
2361_000.7,2050,12500,Segments_WF - 2023-08-01.shp
2361_001.2,2050,8600,Segments_WF - 2023-08-01.shp
2363_000.0,2050,7300,Segments_WF - 2023-08-01.shp
2364_000.0,2050,5300,Segments_WF - 2023-08-01.shp
2364_000.7,2050,4000,Segments_WF - 2023-08-01.shp
2365_000.0,2050,2400,Segments_WF - 2023-08-01.shp
2365_000.4,2050,2800,Segments_WF - 2023-08-01.shp
2365_000.9,2050,4800,Segments_WF - 2023-08-01.shp
2367_000.0,2050,7400,Segments_WF - 2023-08-01.shp
2367_000.3,2050,7400,Segments_WF - 2023-08-01.shp
2367_000.4,2050,5800,Segments_WF - 2023-08-01.shp
2370_000.0,2050,31500,Segments_WF - 2023-08-01.shp
2372_000.0,2050,8100,Segments_WF - 2023-08-01.shp
2374_000.0,2050,2700,Segments_WF - 2023-08-01.shp
2374_000.6,2050,6000,Segments_WF - 2023-08-01.shp
2374_002.3,2050,24000,Segments_WF - 2023-08-01.shp
2374_003.2,2050,8700,Segments_WF - 2023-08-01.shp
2378_000.0,2050,13500,Segments_WF - 2023-08-01.shp
2378_000.7,2050,12500,Segments_WF - 2023-08-01.shp
2380_000.0,2050,2600,Segments_WF - 2023-08-01.shp
2386_000.0,2050,27500,Segments_WF - 2023-08-01.shp
2386_000.3,2050,10000,Segments_WF - 2023-08-01.shp
2386_001.3,2050,21500,Segments_WF - 2023-08-01.shp
2388_000.0,2050,2900,Segments_WF - 2023-08-01.shp
2388_000.4,2050,3100,Segments_WF - 2023-08-01.shp
2390_000.0,2050,4800,Segments_WF - 2023-08-01.shp
2688_009.7,2050,150,Segments_WF - 2023-08-01.shp
2821_000.0,2050,1200,Segments_WF - 2023-08-01.shp
2821_000.6,2050,1300,Segments_WF - 2023-08-01.shp
2821_000.8,2050,1400,Segments_WF - 2023-08-01.shp
2822_000.0,2050,1900,Segments_WF - 2023-08-01.shp
2823_000.0,2050,700,Segments_WF - 2023-08-01.shp
2823_001.5,2050,90,Segments_WF - 2023-08-01.shp
2825_000.0,2050,2000,Segments_WF - 2023-08-01.shp
2825_000.4,2050,3600,Segments_WF - 2023-08-01.shp
2825_000.6,2050,3700,Segments_WF - 2023-08-01.shp
2825_001.0,2050,4700,Segments_WF - 2023-08-01.shp
2825_001.4,2050,4800,Segments_WF - 2023-08-01.shp
2825_001.6,2050,8300,Segments_WF - 2023-08-01.shp
2829_000.0,2050,2800,Segments_WF - 2023-08-01.shp
2829_000.2,2050,3300,Segments_WF - 2023-08-01.shp
2830_000.0,2050,4500,Segments_WF - 2023-08-01.shp
2830_001.0,2050,5100,Segments_WF - 2023-08-01.shp
2830_001.2,2050,4300,Segments_WF - 2023-08-01.shp
2830_001.5,2050,6000,Segments_WF - 2023-08-01.shp
2830_001.7,2050,8300,Segments_WF - 2023-08-01.shp
2830_002.3,2050,6000,Segments_WF - 2023-08-01.shp
2830_002.7,2050,8100,Segments_WF - 2023-08-01.shp
2830_003.0,2050,8900,Segments_WF - 2023-08-01.shp
2830_003.5,2050,10000,Segments_WF - 2023-08-01.shp
2831_000.0,2050,950,Segments_WF - 2023-08-01.shp
2831_002.2,2050,8100,Segments_WF - 2023-08-01.shp
2831_002.4,2050,8500,Segments_WF - 2023-08-01.shp
2831_002.9,2050,1800,Segments_WF - 2023-08-01.shp
2831_004.4,2050,2900,Segments_WF - 2023-08-01.shp
2831_004.6,2050,2500,Segments_WF - 2023-08-01.shp
2832_000.0,2050,6700,Segments_WF - 2023-08-01.shp
2832_000.5,2050,8600,Segments_WF - 2023-08-01.shp
2832_000.7,2050,9000,Segments_WF - 2023-08-01.shp
2832_000.8,2050,10500,Segments_WF - 2023-08-01.shp
2833_000.0,2050,1900,Segments_WF - 2023-08-01.shp
2833_000.2,2050,950,Segments_WF - 2023-08-01.shp
2833_000.7,2050,5600,Segments_WF - 2023-08-01.shp
2835_000.4,2050,2900,Segments_WF - 2023-08-01.shp
2835_000.7,2050,2100,Segments_WF - 2023-08-01.shp
2837_000.0,2050,5700,Segments_WF - 2023-08-01.shp
2837_000.4,2050,10500,Segments_WF - 2023-08-01.shp
2837_000.7,2050,10500,Segments_WF - 2023-08-01.shp
2839_000.0,2050,2600,Segments_WF - 2023-08-01.shp
2839_001.0,2050,1400,Segments_WF - 2023-08-01.shp
2841_000.0,2050,4700,Segments_WF - 2023-08-01.shp
2841_000.3,2050,5600,Segments_WF - 2023-08-01.shp
2843_000.0,2050,700,Segments_WF - 2023-08-01.shp
2843_000.2,2050,700,Segments_WF - 2023-08-01.shp
2843_001.0,2050,700,Segments_WF - 2023-08-01.shp
2844_000.0,2050,3600,Segments_WF - 2023-08-01.shp
2845_000.0,2050,10000,Segments_WF - 2023-08-01.shp
2845_000.4,2050,23500,Segments_WF - 2023-08-01.shp
2845_000.7,2050,13500,Segments_WF - 2023-08-01.shp
2845_001.2,2050,9200,Segments_WF - 2023-08-01.shp
2846_000.0,2050,15500,Segments_WF - 2023-08-01.shp
2846_000.3,2050,14000,Segments_WF - 2023-08-01.shp
2846_000.6,2050,17500,Segments_WF - 2023-08-01.shp
2846_001.3,2050,16500,Segments_WF - 2023-08-01.shp
2848_000.0,2050,1900,Segments_WF - 2023-08-01.shp
2848_001.3,2050,20000,Segments_WF - 2023-08-01.shp
2848_001.6,2050,16000,Segments_WF - 2023-08-01.shp
2848_002.2,2050,7400,Segments_WF - 2023-08-01.shp
2849_000.0,2050,12500,Segments_WF - 2023-08-01.shp
2849_000.5,2050,17500,Segments_WF - 2023-08-01.shp
2849_000.6,2050,22000,Segments_WF - 2023-08-01.shp
2849_001.2,2050,10000,Segments_WF - 2023-08-01.shp
2849_002.4,2050,9200,Segments_WF - 2023-08-01.shp
2849_005.0,2050,16000,Segments_WF - 2023-08-01.shp
2850_000.0,2050,1700,Segments_WF - 2023-08-01.shp
2851_000.0,2050,800,Segments_WF - 2023-08-01.shp
2851_001.3,2050,1000,Segments_WF - 2023-08-01.shp
2851_001.4,2050,1000,Segments_WF - 2023-08-01.shp
2852_000.0,2050,1100,Segments_WF - 2023-08-01.shp
2852_000.9,2050,3000,Segments_WF - 2023-08-01.shp
2852_001.4,2050,700,Segments_WF - 2023-08-01.shp
2853_000.0,2050,5400,Segments_WF - 2023-08-01.shp
2853_000.5,2050,2700,Segments_WF - 2023-08-01.shp
2854_000.0,2050,5500,Segments_WF - 2023-08-01.shp
2854_002.0,2050,3800,Segments_WF - 2023-08-01.shp
2854_002.5,2050,2400,Segments_WF - 2023-08-01.shp
2854_003.0,2050,1300,Segments_WF - 2023-08-01.shp
2854_003.5,2050,25000,Segments_WF - 2023-08-01.shp
2854_004.0,2050,30000,Segments_WF - 2023-08-01.shp
2854_004.3,2050,12000,Segments_WF - 2023-08-01.shp
2855_000.0,2050,19000,Segments_WF - 2023-08-01.shp
2855_000.2,2050,6100,Segments_WF - 2023-08-01.shp
2856_000.0,2050,3800,Segments_WF - 2023-08-01.shp
2856_001.0,2050,6600,Segments_WF - 2023-08-01.shp
2856_002.1,2050,13000,Segments_WF - 2023-08-01.shp
2857_000.0,2050,1000,Segments_WF - 2023-08-01.shp
2859_000.0,2050,6200,Segments_WF - 2023-08-01.shp
2859_000.3,2050,6200,Segments_WF - 2023-08-01.shp
2859_000.9,2050,2200,Segments_WF - 2023-08-01.shp
2860_000.0,2050,9300,Segments_WF - 2023-08-01.shp
2860_000.4,2050,6600,Segments_WF - 2023-08-01.shp
2862_000.0,2050,7700,Segments_WF - 2023-08-01.shp
2862_000.5,2050,9700,Segments_WF - 2023-08-01.shp
2862_000.6,2050,7400,Segments_WF - 2023-08-01.shp
2862_002.9,2050,5000,Segments_WF - 2023-08-01.shp
2864_000.0,2050,2300,Segments_WF - 2023-08-01.shp
2864_001.9,2050,950,Segments_WF - 2023-08-01.shp
2865_000.0,2050,3600,Segments_WF - 2023-08-01.shp
2865_001.3,2050,3100,Segments_WF - 2023-08-01.shp
2866_000.0,2050,3500,Segments_WF - 2023-08-01.shp
2866_000.5,2050,3900,Segments_WF - 2023-08-01.shp
2866_001.0,2050,3900,Segments_WF - 2023-08-01.shp
2866_002.3,2050,3900,Segments_WF - 2023-08-01.shp
2866_004.0,2050,4200,Segments_WF - 2023-08-01.shp
2868_000.0,2050,11500,Segments_WF - 2023-08-01.shp
2868_000.6,2050,24000,Segments_WF - 2023-08-01.shp
2869_000.0,2050,4400,Segments_WF - 2023-08-01.shp
2869_001.0,2050,4900,Segments_WF - 2023-08-01.shp
2869_001.8,2050,5000,Segments_WF - 2023-08-01.shp
2869_002.0,2050,5000,Segments_WF - 2023-08-01.shp
2870_000.0,2050,4700,Segments_WF - 2023-08-01.shp
2870_000.1,2050,5900,Segments_WF - 2023-08-01.shp
2870_000.5,2050,5900,Segments_WF - 2023-08-01.shp
2870_001.1,2050,3000,Segments_WF - 2023-08-01.shp
