SEGID,YEAR,FORECAST,SOURCE
2870_001.5,2050,3000,Segments_WF - 2023-08-01.shp
2870_002.4,2050,1200,Segments_WF - 2023-08-01.shp
2870_003.6,2050,2400,Segments_WF - 2023-08-01.shp
2870_004.7,2050,7700,Segments_WF - 2023-08-01.shp
2870_005.2,2050,8400,Segments_WF - 2023-08-01.shp
2870_006.0,2050,8500,Segments_WF - 2023-08-01.shp
2871_000.0,2050,13000,Segments_WF - 2023-08-01.shp
2871_000.3,2050,5900,Segments_WF - 2023-08-01.shp
2872_000.0,2050,6500,Segments_WF - 2023-08-01.shp
2872_000.8,2050,4600,Segments_WF - 2023-08-01.shp
2872_001.5,2050,5500,Segments_WF - 2023-08-01.shp
2872_002.5,2050,4900,Segments_WF - 2023-08-01.shp
2872_003.5,2050,9200,Segments_WF - 2023-08-01.shp
2872_005.3,2050,12000,Segments_WF - 2023-08-01.shp
2872_005.7,2050,20500,Segments_WF - 2023-08-01.shp
2872_006.0,2050,8600,Segments_WF - 2023-08-01.shp
2872_006.5,2050,6900,Segments_WF - 2023-08-01.shp
2872_007.1,2050,17000,Segments_WF - 2023-08-01.shp
2872_007.3,2050,16000,Segments_WF - 2023-08-01.shp
2872_007.7,2050,6300,Segments_WF - 2023-08-01.shp
2873_000.0,2050,1300,Segments_WF - 2023-08-01.shp
2873_000.9,2050,1000,Segments_WF - 2023-08-01.shp
2873_001.1,2050,1000,Segments_WF - 2023-08-01.shp
2875_000.0,2050,18000,Segments_WF - 2023-08-01.shp
2875_000.3,2050,21500,Segments_WF - 2023-08-01.shp
2875_000.7,2050,24000,Segments_WF - 2023-08-01.shp
2875_001.2,2050,5900,Segments_WF - 2023-08-01.shp
2875_002.0,2050,7000,Segments_WF - 2023-08-01.shp
2875_002.8,2050,7000,Segments_WF - 2023-08-01.shp
2875_003.3,2050,8400,Segments_WF - 2023-08-01.shp
2877_000.0,2050,1000,Segments_WF - 2023-08-01.shp
2877_002.0,2050,3900,Segments_WF - 2023-08-01.shp
2878_000.0,2050,5700,Segments_WF - 2023-08-01.shp
2878_000.3,2050,5600,Segments_WF - 2023-08-01.shp
2878_001.2,2050,16500,Segments_WF - 2023-08-01.shp
2878_002.0,2050,17000,Segments_WF - 2023-08-01.shp
2878_002.8,2050,20000,Segments_WF - 2023-08-01.shp
2878_003.1,2050,22500,Segments_WF - 2023-08-01.shp
2878_003.6,2050,22500,Segments_WF - 2023-08-01.shp
2878_004.4,2050,25500,Segments_WF - 2023-08-01.shp
2878_004.9,2050,27000,Segments_WF - 2023-08-01.shp
2878_005.4,2050,32500,Segments_WF - 2023-08-01.shp
2878_005.9,2050,34000,Segments_WF - 2023-08-01.shp
2878_006.8,2050,21000,Segments_WF - 2023-08-01.shp
2878_007.0,2050,10000,Segments_WF - 2023-08-01.shp
2879_000.0,2050,8100,Segments_WF - 2023-08-01.shp
2880_000.0,2050,7400,Segments_WF - 2023-08-01.shp
2880_000.5,2050,5100,Segments_WF - 2023-08-01.shp
2880_001.0,2050,4300,Segments_WF - 2023-08-01.shp
2880_001.5,2050,4900,Segments_WF - 2023-08-01.shp
2880_002.0,2050,2000,Segments_WF - 2023-08-01.shp
2880_002.6,2050,4500,Segments_WF - 2023-08-01.shp
2880_003.0,2050,3700,Segments_WF - 2023-08-01.shp
2881_000.0,2050,5500,Segments_WF - 2023-08-01.shp
2881_001.3,2050,6000,Segments_WF - 2023-08-01.shp
2881_002.0,2050,3500,Segments_WF - 2023-08-01.shp
2881_002.8,2050,18000,Segments_WF - 2023-08-01.shp
2881_003.4,2050,11000,Segments_WF - 2023-08-01.shp
2881_004.7,2050,2600,Segments_WF - 2023-08-01.shp
2881_005.7,2050,2500,Segments_WF - 2023-08-01.shp
2881_006.5,2050,5500,Segments_WF - 2023-08-01.shp
2881_007.1,2050,18000,Segments_WF - 2023-08-01.shp
2881_008.6,2050,21000,Segments_WF - 2023-08-01.shp
2881_009.7,2050,37000,Segments_WF - 2023-08-01.shp
2881_010.3,2050,28500,Segments_WF - 2023-08-01.shp
2881_010.8,2050,30000,Segments_WF - 2023-08-01.shp
2881_011.9,2050,9800,Segments_WF - 2023-08-01.shp
2882_000.0,2050,2000,Segments_WF - 2023-08-01.shp
2882_000.5,2050,1600,Segments_WF - 2023-08-01.shp
2882_001.0,2050,1100,Segments_WF - 2023-08-01.shp
2882_001.5,2050,2300,Segments_WF - 2023-08-01.shp
2883_007.5,2050,115000,Segments_WF - 2023-08-01.shp
2883_008.0,2050,114000,Segments_WF - 2023-08-01.shp
2884_000.0,2050,3300,Segments_WF - 2023-08-01.shp
2885_000.0,2050,4100,Segments_WF - 2023-08-01.shp
2886_000.0,2050,8800,Segments_WF - 2023-08-01.shp
2886_000.2,2050,4300,Segments_WF - 2023-08-01.shp
2886_000.3,2050,3600,Segments_WF - 2023-08-01.shp
2886_000.6,2050,3300,Segments_WF - 2023-08-01.shp
2886_002.3,2050,5900,Segments_WF - 2023-08-01.shp
2886_003.7,2050,5700,Segments_WF - 2023-08-01.shp
2887_000.0,2050,13000,Segments_WF - 2023-08-01.shp
2887_000.7,2050,12500,Segments_WF - 2023-08-01.shp
2888_000.0,2050,11500,Segments_WF - 2023-08-01.shp
2888_000.8,2050,9900,Segments_WF - 2023-08-01.shp
2888_001.3,2050,1600,Segments_WF - 2023-08-01.shp
2888_001.7,2050,2400,Segments_WF - 2023-08-01.shp
2889_000.0,2050,12500,Segments_WF - 2023-08-01.shp
2889_001.3,2050,2500,Segments_WF - 2023-08-01.shp
2889_002.6,2050,2300,Segments_WF - 2023-08-01.shp
2890_000.0,2050,3700,Segments_WF - 2023-08-01.shp
2890_000.3,2050,5000,Segments_WF - 2023-08-01.shp
2890_000.8,2050,4500,Segments_WF - 2023-08-01.shp
2890_001.0,2050,2600,Segments_WF - 2023-08-01.shp
2893_000.0,2050,2900,Segments_WF - 2023-08-01.shp
2893_000.7,2050,4700,Segments_WF - 2023-08-01.shp
2893_001.6,2050,8500,Segments_WF - 2023-08-01.shp
2893_002.2,2050,4400,Segments_WF - 2023-08-01.shp
2894_000.0,2050,6000,Segments_WF - 2023-08-01.shp
2894_000.9,2050,7800,Segments_WF - 2023-08-01.shp
2894_001.4,2050,8300,Segments_WF - 2023-08-01.shp
2894_001.7,2050,7400,Segments_WF - 2023-08-01.shp
2894_001.9,2050,7200,Segments_WF - 2023-08-01.shp
2895_000.0,2050,21500,Segments_WF - 2023-08-01.shp
2895_000.9,2050,18500,Segments_WF - 2023-08-01.shp
2895_001.3,2050,19000,Segments_WF - 2023-08-01.shp
2895_002.4,2050,17000,Segments_WF - 2023-08-01.shp
2895_002.9,2050,16000,Segments_WF - 2023-08-01.shp
2895_003.5,2050,14500,Segments_WF - 2023-08-01.shp
2895_004.0,2050,14000,Segments_WF - 2023-08-01.shp
2895_004.4,2050,15000,Segments_WF - 2023-08-01.shp
2895_004.8,2050,13500,Segments_WF - 2023-08-01.shp
2896_000.0,2050,8700,Segments_WF - 2023-08-01.shp
2896_000.5,2050,5200,Segments_WF - 2023-08-01.shp
2896_001.3,2050,4400,Segments_WF - 2023-08-01.shp
2896_001.8,2050,1900,Segments_WF - 2023-08-01.shp
2897_000.0,2050,8200,Segments_WF - 2023-08-01.shp
2897_000.4,2050,7200,Segments_WF - 2023-08-01.shp
2897_001.3,2050,9400,Segments_WF - 2023-08-01.shp
2897_001.8,2050,8900,Segments_WF - 2023-08-01.shp
2897_002.3,2050,7900,Segments_WF - 2023-08-01.shp
2897_002.8,2050,2800,Segments_WF - 2023-08-01.shp
2899_000.0,2050,12500,Segments_WF - 2023-08-01.shp
2899_000.2,2050,18500,Segments_WF - 2023-08-01.shp
2899_000.4,2050,18500,Segments_WF - 2023-08-01.shp
2899_000.8,2050,19000,Segments_WF - 2023-08-01.shp
2899_001.2,2050,16500,Segments_WF - 2023-08-01.shp
2899_001.7,2050,16000,Segments_WF - 2023-08-01.shp
2899_002.4,2050,10500,Segments_WF - 2023-08-01.shp
2899_003.5,2050,10000,Segments_WF - 2023-08-01.shp
2899_004.1,2050,10000,Segments_WF - 2023-08-01.shp
2900_000.0,2050,2400,Segments_WF - 2023-08-01.shp
2900_000.5,2050,1800,Segments_WF - 2023-08-01.shp
2900_000.8,2050,1800,Segments_WF - 2023-08-01.shp
2900_001.3,2050,2100,Segments_WF - 2023-08-01.shp
2900_002.2,2050,5300,Segments_WF - 2023-08-01.shp
2900_002.7,2050,5100,Segments_WF - 2023-08-01.shp
2900_003.2,2050,5200,Segments_WF - 2023-08-01.shp
2901_000.0,2050,5900,Segments_WF - 2023-08-01.shp
2901_000.3,2050,2600,Segments_WF - 2023-08-01.shp
2902_000.0,2050,6800,Segments_WF - 2023-08-01.shp
2902_000.3,2050,10500,Segments_WF - 2023-08-01.shp
2902_000.6,2050,4700,Segments_WF - 2023-08-01.shp
2902_001.1,2050,4100,Segments_WF - 2023-08-01.shp
2902_001.6,2050,2800,Segments_WF - 2023-08-01.shp
2902_002.1,2050,2600,Segments_WF - 2023-08-01.shp
2903_000.0,2050,1600,Segments_WF - 2023-08-01.shp
2906_002.8,2050,8200,Segments_WF - 2023-08-01.shp
2907_000.0,2050,2400,Segments_WF - 2023-08-01.shp
2907_001.0,2050,2100,Segments_WF - 2023-08-01.shp
2909_000.0,2050,3800,Segments_WF - 2023-08-01.shp
2911_000.3,2050,2500,Segments_WF - 2023-08-01.shp
2913_000.3,2050,7800,Segments_WF - 2023-08-01.shp
2915_000.0,2050,14500,Segments_WF - 2023-08-01.shp
2915_000.4,2050,5500,Segments_WF - 2023-08-01.shp
2915_001.5,2050,4500,Segments_WF - 2023-08-01.shp
2915_002.0,2050,3400,Segments_WF - 2023-08-01.shp
2918_000.0,2050,5000,Segments_WF - 2023-08-01.shp
2918_000.2,2050,5100,Segments_WF - 2023-08-01.shp
2918_001.0,2050,4800,Segments_WF - 2023-08-01.shp
2918_002.1,2050,6300,Segments_WF - 2023-08-01.shp
2918_002.4,2050,6800,Segments_WF - 2023-08-01.shp
2918_003.1,2050,7000,Segments_WF - 2023-08-01.shp
2918_003.8,2050,8300,Segments_WF - 2023-08-01.shp
2918_004.8,2050,8300,Segments_WF - 2023-08-01.shp
2920_000.0,2050,8100,Segments_WF - 2023-08-01.shp
2920_001.1,2050,8900,Segments_WF - 2023-08-01.shp
2920_005.1,2050,5600,Segments_WF - 2023-08-01.shp
2922_000.0,2050,4000,Segments_WF - 2023-08-01.shp
2922_001.1,2050,8100,Segments_WF - 2023-08-01.shp
2922_001.4,2050,15000,Segments_WF - 2023-08-01.shp
2923_000.0,2050,6800,Segments_WF - 2023-08-01.shp
2924_000.0,2050,3300,Segments_WF - 2023-08-01.shp
2924_000.5,2050,2100,Segments_WF - 2023-08-01.shp
2924_001.4,2050,3300,Segments_WF - 2023-08-01.shp
2925_000.0,2050,16500,Segments_WF - 2023-08-01.shp
2925_001.2,2050,16000,Segments_WF - 2023-08-01.shp
2925_001.5,2050,16000,Segments_WF - 2023-08-01.shp
2926_000.0,2050,5200,Segments_WF - 2023-08-01.shp
2926_000.6,2050,16500,Segments_WF - 2023-08-01.shp
2926_001.0,2050,11000,Segments_WF - 2023-08-01.shp
2927_000.0,2050,1100,Segments_WF - 2023-08-01.shp
2928_000.0,2050,4100,Segments_WF - 2023-08-01.shp
2928_000.2,2050,4900,Segments_WF - 2023-08-01.shp
2928_001.2,2050,7600,Segments_WF - 2023-08-01.shp
2929_000.0,2050,21000,Segments_WF - 2023-08-01.shp
2929_000.8,2050,3200,Segments_WF - 2023-08-01.shp
2929_001.0,2050,3100,Segments_WF - 2023-08-01.shp
2929_001.5,2050,3900,Segments_WF - 2023-08-01.shp
2929_002.3,2050,4100,Segments_WF - 2023-08-01.shp
2930_000.0,2050,6100,Segments_WF - 2023-08-01.shp
2931_000.0,2050,3500,Segments_WF - 2023-08-01.shp
2931_000.7,2050,800,Segments_WF - 2023-08-01.shp
2931_001.0,2050,3300,Segments_WF - 2023-08-01.shp
2931_001.5,2050,1100,Segments_WF - 2023-08-01.shp
2932_000.0,2050,12500,Segments_WF - 2023-08-01.shp
2932_000.8,2050,12000,Segments_WF - 2023-08-01.shp
2932_001.3,2050,16000,Segments_WF - 2023-08-01.shp
2932_002.2,2050,4800,Segments_WF - 2023-08-01.shp
2932_002.7,2050,3400,Segments_WF - 2023-08-01.shp
2932_003.7,2050,2800,Segments_WF - 2023-08-01.shp
2933_000.0,2050,3700,Segments_WF - 2023-08-01.shp
2933_000.5,2050,4600,Segments_WF - 2023-08-01.shp
2933_002.0,2050,1800,Segments_WF - 2023-08-01.shp
2933_002.5,2050,8900,Segments_WF - 2023-08-01.shp
2933_003.3,2050,9400,Segments_WF - 2023-08-01.shp
2935_000.0,2050,4300,Segments_WF - 2023-08-01.shp
2935_001.1,2050,7400,Segments_WF - 2023-08-01.shp
2935_001.4,2050,6500,Segments_WF - 2023-08-01.shp
2936_000.0,2050,3900,Segments_WF - 2023-08-01.shp
2936_000.5,2050,2000,Segments_WF - 2023-08-01.shp
2936_001.1,2050,650,Segments_WF - 2023-08-01.shp
2937_000.9,2050,2500,Segments_WF - 2023-08-01.shp
2937_003.6,2050,2500,Segments_WF - 2023-08-01.shp
2937_004.1,2050,2100,Segments_WF - 2023-08-01.shp
2937_004.6,2050,2700,Segments_WF - 2023-08-01.shp
2938_000.3,2050,2900,Segments_WF - 2023-08-01.shp
2938_000.8,2050,2800,Segments_WF - 2023-08-01.shp
2939_000.2,2050,2200,Segments_WF - 2023-08-01.shp
2939_001.1,2050,1900,Segments_WF - 2023-08-01.shp
2939_001.3,2050,2300,Segments_WF - 2023-08-01.shp
2939_002.8,2050,2700,Segments_WF - 2023-08-01.shp
2940_000.0,2050,18500,Segments_WF - 2023-08-01.shp
2940_000.4,2050,13500,Segments_WF - 2023-08-01.shp
2940_000.6,2050,14000,Segments_WF - 2023-08-01.shp
2941_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2943_000.0,2050,3600,Segments_WF - 2023-08-01.shp
2943_001.1,2050,5400,Segments_WF - 2023-08-01.shp
2943_001.3,2050,27000,Segments_WF - 2023-08-01.shp
2944_000.0,2050,11000,Segments_WF - 2023-08-01.shp
2944_000.3,2050,15500,Segments_WF - 2023-08-01.shp
2945_000.0,2050,6800,Segments_WF - 2023-08-01.shp
2945_001.3,2050,4600,Segments_WF - 2023-08-01.shp
2945_003.0,2050,14500,Segments_WF - 2023-08-01.shp
2946_000.0,2050,23500,Segments_WF - 2023-08-01.shp
2946_000.6,2050,19500,Segments_WF - 2023-08-01.shp
2946_001.1,2050,20000,Segments_WF - 2023-08-01.shp
2946_001.6,2050,16000,Segments_WF - 2023-08-01.shp
2946_002.2,2050,12000,Segments_WF - 2023-08-01.shp
2946_002.7,2050,14500,Segments_WF - 2023-08-01.shp
2946_003.2,2050,13500,Segments_WF - 2023-08-01.shp
2946_003.6,2050,12500,Segments_WF - 2023-08-01.shp
2946_004.1,2050,13000,Segments_WF - 2023-08-01.shp
2946_004.7,2050,14500,Segments_WF - 2023-08-01.shp
2946_005.1,2050,19500,Segments_WF - 2023-08-01.shp
0241_001.2,2050,27500,Segments_WF - 2023-08-01.shp
0241_000.7,2050,26500,Segments_WF - 2023-08-01.shp
0241_000.3,2050,36000,Segments_WF - 2023-08-01.shp
2947_000.6,2050,16500,Segments_WF - 2023-08-01.shp
2947_001.1,2050,9300,Segments_WF - 2023-08-01.shp
2949_000.0,2050,850,Segments_WF - 2023-08-01.shp
2949_000.8,2050,700,Segments_WF - 2023-08-01.shp
2949_001.8,2050,850,Segments_WF - 2023-08-01.shp
2949_003.4,2050,1900,Segments_WF - 2023-08-01.shp
2950_000.0,2050,850,Segments_WF - 2023-08-01.shp
2950_001.3,2050,850,Segments_WF - 2023-08-01.shp
2951_000.0,2050,600,Segments_WF - 2023-08-01.shp
2953_000.0,2050,5400,Segments_WF - 2023-08-01.shp
2954_000.0,2050,12000,Segments_WF - 2023-08-01.shp
2954_000.4,2050,11500,Segments_WF - 2023-08-01.shp
2954_000.5,2050,12500,Segments_WF - 2023-08-01.shp
2954_001.0,2050,12000,Segments_WF - 2023-08-01.shp
2954_001.5,2050,14500,Segments_WF - 2023-08-01.shp
2954_001.7,2050,13000,Segments_WF - 2023-08-01.shp
2954_001.9,2050,7100,Segments_WF - 2023-08-01.shp
2954_002.0,2050,6900,Segments_WF - 2023-08-01.shp
2954_002.5,2050,7100,Segments_WF - 2023-08-01.shp
2954_003.0,2050,2500,Segments_WF - 2023-08-01.shp
2955_000.0,2050,3600,Segments_WF - 2023-08-01.shp
2955_001.1,2050,1300,Segments_WF - 2023-08-01.shp
2956_000.0,2050,2900,Segments_WF - 2023-08-01.shp
2956_000.2,2050,2500,Segments_WF - 2023-08-01.shp
2957_000.0,2050,5100,Segments_WF - 2023-08-01.shp
2957_001.0,2050,3800,Segments_WF - 2023-08-01.shp
2957_002.0,2050,4700,Segments_WF - 2023-08-01.shp
2958_000.0,2050,11500,Segments_WF - 2023-08-01.shp
2958_000.1,2050,10500,Segments_WF - 2023-08-01.shp
2958_000.6,2050,9000,Segments_WF - 2023-08-01.shp
2958_001.1,2050,12000,Segments_WF - 2023-08-01.shp
2958_001.6,2050,11000,Segments_WF - 2023-08-01.shp
2958_002.1,2050,2600,Segments_WF - 2023-08-01.shp
2959_000.0,2050,900,Segments_WF - 2023-08-01.shp
2959_001.0,2050,850,Segments_WF - 2023-08-01.shp
2960_000.0,2050,29500,Segments_WF - 2023-08-01.shp
2960_000.4,2050,46500,Segments_WF - 2023-08-01.shp
2960_000.6,2050,47000,Segments_WF - 2023-08-01.shp
2960_001.0,2050,44000,Segments_WF - 2023-08-01.shp
2960_001.5,2050,42000,Segments_WF - 2023-08-01.shp
2960_001.9,2050,37500,Segments_WF - 2023-08-01.shp
2960_002.0,2050,36000,Segments_WF - 2023-08-01.shp
2960_002.5,2050,26500,Segments_WF - 2023-08-01.shp
2960_003.0,2050,25500,Segments_WF - 2023-08-01.shp
2960_003.4,2050,24500,Segments_WF - 2023-08-01.shp
2960_004.1,2050,7200,Segments_WF - 2023-08-01.shp
2961_000.0,2050,2700,Segments_WF - 2023-08-01.shp
2961_001.0,2050,1500,Segments_WF - 2023-08-01.shp
2962_000.0,2050,10000,Segments_WF - 2023-08-01.shp
2962_000.2,2050,10000,Segments_WF - 2023-08-01.shp
2962_001.8,2050,2400,Segments_WF - 2023-08-01.shp
2963_000.0,2050,2400,Segments_WF - 2023-08-01.shp
2963_000.6,2050,1400,Segments_WF - 2023-08-01.shp
2963_001.1,2050,500,Segments_WF - 2023-08-01.shp
2964_000.0,2050,8700,Segments_WF - 2023-08-01.shp
2964_000.4,2050,13000,Segments_WF - 2023-08-01.shp
2964_000.5,2050,4800,Segments_WF - 2023-08-01.shp
2964_001.0,2050,4200,Segments_WF - 2023-08-01.shp
2964_001.5,2050,4700,Segments_WF - 2023-08-01.shp
2964_002.0,2050,6200,Segments_WF - 2023-08-01.shp
2964_002.2,2050,5900,Segments_WF - 2023-08-01.shp
2964_002.5,2050,6300,Segments_WF - 2023-08-01.shp
2964_003.0,2050,5500,Segments_WF - 2023-08-01.shp
2965_000.0,2050,10500,Segments_WF - 2023-08-01.shp
2965_000.5,2050,10500,Segments_WF - 2023-08-01.shp
2965_001.1,2050,12500,Segments_WF - 2023-08-01.shp
2965_001.6,2050,9900,Segments_WF - 2023-08-01.shp
2965_002.1,2050,7200,Segments_WF - 2023-08-01.shp
2966_000.0,2050,5300,Segments_WF - 2023-08-01.shp
2966_000.5,2050,7200,Segments_WF - 2023-08-01.shp
2966_001.0,2050,7900,Segments_WF - 2023-08-01.shp
2966_001.5,2050,7600,Segments_WF - 2023-08-01.shp
2966_002.0,2050,7000,Segments_WF - 2023-08-01.shp
2966_002.5,2050,3800,Segments_WF - 2023-08-01.shp
2966_003.1,2050,9100,Segments_WF - 2023-08-01.shp
2966_003.7,2050,5300,Segments_WF - 2023-08-01.shp
2966_004.2,2050,8500,Segments_WF - 2023-08-01.shp
2966_004.7,2050,6500,Segments_WF - 2023-08-01.shp
2966_005.1,2050,6300,Segments_WF - 2023-08-01.shp
2966_005.2,2050,5400,Segments_WF - 2023-08-01.shp
2966_005.7,2050,5600,Segments_WF - 2023-08-01.shp
2967_000.0,2050,750,Segments_WF - 2023-08-01.shp
2967_000.5,2050,700,Segments_WF - 2023-08-01.shp
2967_001.0,2050,750,Segments_WF - 2023-08-01.shp
2967_001.5,2050,600,Segments_WF - 2023-08-01.shp
2968_000.0,2050,4300,Segments_WF - 2023-08-01.shp
2968_000.5,2050,4500,Segments_WF - 2023-08-01.shp
2968_001.1,2050,17500,Segments_WF - 2023-08-01.shp
2968_001.5,2050,17000,Segments_WF - 2023-08-01.shp
2968_002.0,2050,5400,Segments_WF - 2023-08-01.shp
2969_000.0,2050,750,Segments_WF - 2023-08-01.shp
2969_000.5,2050,650,Segments_WF - 2023-08-01.shp
2969_001.1,2050,600,Segments_WF - 2023-08-01.shp
2970_000.0,2050,4100,Segments_WF - 2023-08-01.shp
2972_000.0,2050,5600,Segments_WF - 2023-08-01.shp
2972_000.2,2050,18000,Segments_WF - 2023-08-01.shp
2972_000.5,2050,17000,Segments_WF - 2023-08-01.shp
2972_001.0,2050,14500,Segments_WF - 2023-08-01.shp
2972_001.4,2050,9900,Segments_WF - 2023-08-01.shp
2972_001.5,2050,7100,Segments_WF - 2023-08-01.shp
2974_000.0,2050,5000,Segments_WF - 2023-08-01.shp
2974_000.5,2050,10500,Segments_WF - 2023-08-01.shp
2974_001.0,2050,13000,Segments_WF - 2023-08-01.shp
2974_001.5,2050,13500,Segments_WF - 2023-08-01.shp
2974_001.7,2050,13000,Segments_WF - 2023-08-01.shp
2974_001.9,2050,25000,Segments_WF - 2023-08-01.shp
2974_002.0,2050,24000,Segments_WF - 2023-08-01.shp
2974_002.5,2050,16500,Segments_WF - 2023-08-01.shp
2974_002.8,2050,18000,Segments_WF - 2023-08-01.shp
2974_003.5,2050,14500,Segments_WF - 2023-08-01.shp
2974_003.8,2050,9800,Segments_WF - 2023-08-01.shp
2974_004.1,2050,8500,Segments_WF - 2023-08-01.shp
2975_000.0,2050,1200,Segments_WF - 2023-08-01.shp
2975_000.4,2050,3300,Segments_WF - 2023-08-01.shp
2975_000.7,2050,6300,Segments_WF - 2023-08-01.shp
2975_001.1,2050,19000,Segments_WF - 2023-08-01.shp
2975_002.1,2050,2600,Segments_WF - 2023-08-01.shp
2975_002.4,2050,2500,Segments_WF - 2023-08-01.shp
2976_000.0,2050,7400,Segments_WF - 2023-08-01.shp
2976_000.7,2050,7600,Segments_WF - 2023-08-01.shp
2976_001.0,2050,7000,Segments_WF - 2023-08-01.shp
2977_000.0,2050,700,Segments_WF - 2023-08-01.shp
2977_000.5,2050,700,Segments_WF - 2023-08-01.shp
2978_000.0,2050,36000,Segments_WF - 2023-08-01.shp
2978_000.5,2050,36000,Segments_WF - 2023-08-01.shp
2979_000.0,2050,5800,Segments_WF - 2023-08-01.shp
2979_001.0,2050,3500,Segments_WF - 2023-08-01.shp
2979_001.4,2050,5000,Segments_WF - 2023-08-01.shp
2980_000.0,2050,5300,Segments_WF - 2023-08-01.shp
2980_000.4,2050,8600,Segments_WF - 2023-08-01.shp
2980_000.9,2050,11000,Segments_WF - 2023-08-01.shp
2980_001.3,2050,9800,Segments_WF - 2023-08-01.shp
2982_000.0,2050,6600,Segments_WF - 2023-08-01.shp
2982_000.6,2050,4900,Segments_WF - 2023-08-01.shp
2982_001.1,2050,4500,Segments_WF - 2023-08-01.shp
2983_000.0,2050,21000,Segments_WF - 2023-08-01.shp
2983_000.5,2050,19500,Segments_WF - 2023-08-01.shp
2983_000.7,2050,18000,Segments_WF - 2023-08-01.shp
2983_000.8,2050,23000,Segments_WF - 2023-08-01.shp
2983_001.1,2050,15000,Segments_WF - 2023-08-01.shp
2983_001.6,2050,13500,Segments_WF - 2023-08-01.shp
2983_001.7,2050,13000,Segments_WF - 2023-08-01.shp
2983_002.1,2050,14500,Segments_WF - 2023-08-01.shp
2986_000.0,2050,200,Segments_WF - 2023-08-01.shp
2986_000.5,2050,200,Segments_WF - 2023-08-01.shp
2986_001.0,2050,1400,Segments_WF - 2023-08-01.shp
2986_001.5,2050,1300,Segments_WF - 2023-08-01.shp
2986_002.0,2050,2100,Segments_WF - 2023-08-01.shp
2986_002.5,2050,1900,Segments_WF - 2023-08-01.shp
2986_003.0,2050,3000,Segments_WF - 2023-08-01.shp
2987_000.0,2050,4400,Segments_WF - 2023-08-01.shp
2987_000.6,2050,4700,Segments_WF - 2023-08-01.shp
2987_001.2,2050,9700,Segments_WF - 2023-08-01.shp
2987_001.7,2050,1700,Segments_WF - 2023-08-01.shp
2987_002.3,2050,1400,Segments_WF - 2023-08-01.shp
2987_003.2,2050,600,Segments_WF - 2023-08-01.shp
2988_000.3,2050,7500,Segments_WF - 2023-08-01.shp
2988_001.5,2050,12500,Segments_WF - 2023-08-01.shp
2990_000.0,2050,7000,Segments_WF - 2023-08-01.shp
2990_000.3,2050,7200,Segments_WF - 2023-08-01.shp
2990_000.4,2050,8400,Segments_WF - 2023-08-01.shp
2990_000.8,2050,4400,Segments_WF - 2023-08-01.shp
2991_000.0,2050,1300,Segments_WF - 2023-08-01.shp
2991_000.7,2050,750,Segments_WF - 2023-08-01.shp
2991_001.2,2050,850,Segments_WF - 2023-08-01.shp
2993_000.0,2050,2700,Segments_WF - 2023-08-01.shp
2993_000.7,2050,1500,Segments_WF - 2023-08-01.shp
2994_000.0,2050,5400,Segments_WF - 2023-08-01.shp
2994_000.7,2050,3400,Segments_WF - 2023-08-01.shp
2995_000.0,2050,750,Segments_WF - 2023-08-01.shp
2995_001.1,2050,1600,Segments_WF - 2023-08-01.shp
2995_002.6,2050,2400,Segments_WF - 2023-08-01.shp
2995_003.7,2050,1600,Segments_WF - 2023-08-01.shp
2996_000.0,2050,14500,Segments_WF - 2023-08-01.shp
2996_000.1,2050,13000,Segments_WF - 2023-08-01.shp
2996_000.3,2050,13000,Segments_WF - 2023-08-01.shp
2996_000.33,2050,13000,Segments_WF - 2023-08-01.shp
2998_000.0,2050,95000,Segments_WF - 2023-08-01.shp
2998_000.5,2050,1700,Segments_WF - 2023-08-01.shp
2998_000.8,2050,5700,Segments_WF - 2023-08-01.shp
2998_001.5,2050,1400,Segments_WF - 2023-08-01.shp
2998_002.3,2050,1500,Segments_WF - 2023-08-01.shp
2999_000.0,2050,17000,Segments_WF - 2023-08-01.shp
2999_000.3,2050,16500,Segments_WF - 2023-08-01.shp
2999_000.6,2050,15000,Segments_WF - 2023-08-01.shp
2999_001.3,2050,15000,Segments_WF - 2023-08-01.shp
2999_001.5,2050,4500,Segments_WF - 2023-08-01.shp
2999_003.4,2050,4100,Segments_WF - 2023-08-01.shp
2999_003.8,2050,4000,Segments_WF - 2023-08-01.shp
3000_000.0,2050,11000,Segments_WF - 2023-08-01.shp
3000_000.4,2050,13500,Segments_WF - 2023-08-01.shp
3000_001.1,2050,5700,Segments_WF - 2023-08-01.shp
3002_000.4,2050,5900,Segments_WF - 2023-08-01.shp
3002_000.9,2050,7900,Segments_WF - 2023-08-01.shp
